STYLE NO.,COLOR,BOX NUMBER,SIZE_US
E2027,WINE,418,8.0
E2027,WINE,418,6.0
E1730,ROYAL,418,4.0
E1312,SUNSHINE,419,8.0
E1194,FUCHSIA,419,14.0
E1312,SUNSHINE,419,14.0
B8667,YELLOW,419,14.0
E1312,SUNSHINE,419,12.0
E1260,PINK,419,14.0
E1852,RED,419,14.0
BZ570,SKY BLUE,419,14.0
E1295,TEAL,419,14.0
E2253,RED,419,4.0
E2599,RED,419,4.0
B8865,IVORY,420,10.0
B8865,WHITE,420,12.0
E2495,PINK,421,12.0
E2495,PINK,421,8.0
E1591,PURPLE,422,14.0
E1381,PURPLE,422,12.0
E1591,PURPLE,422,12.0
E1381,PURPLE,422,4.0
E1591,PURPLE,422,4.0
E1334,FUCHSIA,423,12.0
E1334,FUCHSIA,423,10.0
E2493,LAVENDER,424,12.0
E2493,LAVENDER,424,6.0
E2493,LAVENDER,424,4.0
E2329,BLACK,425,8.0
E2329,BLACK,425,6.0
E2329,BLACK,425,4.0
B9000,BURGUNDY,426,8.0
E2331,RED,426,14.0
E1696,CORAL,426,10.0
E1729,FUCHSIA,426,10.0
E1799,LILAC,426,10.0
B8588,PINK,427,8.0
B8588,PINK,427,14.0
E1502,CLARET,427,10.0
E1502,NAVY,427,10.0
E1270,POOL,427,10.0
E2039,POWDER BLUE,427,10.0
E1696,ROYAL,427,10.0
E1582,TEAL,427,10.0
E1295,TRUFFLE,427,10.0
E2019,BLUE,427,8.0
E1774,POWDER BLUE,427,8.0
E24,,427,4.0
E1544,RED,428,14.0
E1544,RED,428,12.0
E1544,RED,428,10.0
E1312,CLARET,429,14.0
E1312,CLARET,429,10.0
E1312,SUNSHINE,430,14.0
E1344,YELLOW,430,14.0
E1891,PURPLE,430,10.0
E2060,MIDNIGHT,430,8.0
E1891,PURPLE,430,8.0
E2060,MIDNIGHT,430,6.0
E1497,PURPLE,430,6.0
E1891,PURPLE,430,6.0
E1891,PURPLE,430,4.0
E1918,GREEN,431,8.0
E1918,GREEN,431,4.0
E1581,PURPLE,432,14.0
E1581,PURPLE,432,6.0
E1581,PURPLE,432,4.0
E1333,TEAL,433,8.0
E1333,TEAL,433,10.0
E1463,TRUFFLE,433,12.0
E1463,TRUFFLE,433,8.0
E1463,TRUFFLE,433,4.0
E1340,PURPLE,434,8.0
E1340,PURPLE,434,10.0
E1340,PURPLE,434,12.0
E1340,PURPLE,434,8.0
E1340,PURPLE,434,4.0
E1340,APPLE RED,435,14.0
E1510,WHITE,435,12.0
E1340,POOL,435,10.0
E1510,WHITE,435,10.0
E1510,WHITE,435,8.0
AA9256,WHITE,436,14.0
E1470,GOLD,437,12.0
E2708,NAVY,438,6.0
E2708,NAVY,439,10.0
E1312,CLARET,440,8.0
E1531,CORAL,440,8.0
E1295,TRUFFLE,440,8.0
E1799,LILAC,440,6.0
E1531,POOL,440,6.0
AA9317,WHITE,440,4.0
AA9271,WHITE,441,10.0
AA9357,WHITE,441,6.0
AA9256,IVORY,441,4.0
B8865,PURPLE,442,8.0
B8865,PURPLE,442,10.0
AA9309,IVORY,443,10.0
AA9309,IVORY,443,4.0
AA9318,IVORY,443,4.0
AA9331,IVORY,443,4.0
B1259,WHITE,443,4.0
AA9313,IVORY,444,10.0
AA9346,IVORY,444,10.0
AA9290,IVORY,444,4.0
AA9316,IVORY,444,4.0
AA9316,WHITE,445,10.0
AA9320,WHITE,445,10.0
AA9335,WHITE,445,4.0
B8865,PURPLE,446,8.0
AA9313,IVORY,446,10.0
AA9257,WHITE,446,10.0
AA9331,WHITE,446,4.0
E1340,WHITE,451,12.0
E1340,WHITE,451,8.0
E1265,GREEN,452,12.0
E1336,LILAC,452,12.0
E1350,WHITE,452,14.0
E1013,TRUFFLE,452,6.0
AA9310,IVORY,453,4.0
E1194,TEAL,453,4.0
E1295,TRUFFLE,453,4.0
B8865,,454,10.0
B8865,,454,6.0
AA9271,IVORY,455,6.0
AA9316,IVORY,455,6.0
AA9319,IVORY,455,6.0
AA9319,WHITE,455,6.0
AA9256,IVORY,456,12.0
AA9271,IVORY,456,12.0
E1593,POOL,456,10.0
E1593,POOL,456,6.0
AA9256,WHITE,457,12.0
AA9316,IVORY,457,6.0
E1295,TRUFFLE,458,10.0
E1295,TRUFFLE,458,8.0
E1295,TRUFFLE,459,12.0
E1295,TRUFFLE,459,6.0
E2495,PINK,460,12.0
E1295,TRUFFLE,460,12.0
B9000,TRUFFLE,461,12.0
E1875,BLACK,461,10.0
E1875,BLACK,461,8.0
B9000,TRUFFLE,461,8.0
E1875,BLACK,461,4.0
B9000,PURPLE,461,4.0
E1340,PURPLE,461,4.0
E1502,NAVY,462,12.0
E1502,NAVY,462,6.0
E1502,NAVY,462,4.0
E2039,POWDER BLUE,463,14.0
E1729,PRINT,463,12.0
E1729,PRINT,463,10.0
E1729,PRINT,463,6.0
B8486,BLACK/FUCHSIA,464,8.0
E2701,ROSE,464,12.0
B8898,CORAL,464,8.0
E1270,FUCHSIA,464,8.0
E2752,GREEN,464,6.0
E2101,WINE,464,4.0
E1119,CHAMPAGNE,465,8.0
E1119,CHAMPAGNE,465,10.0
E2495,SKY BLUE,465,12.0
E2494,PINK,465,4.0
E1371,APPLERED WHITE,466,8.0
E1371,APPLERED WHITE,466,12.0
E1371,APPLERED WHITE,466,10.0
E2437,NAVY PRINT,467,8.0
E2437,NAVY PRINT,467,6.0
E2437,NAVY PRINT,467,6.0
E2160,FUCHSIA,468,4.0
E1270,FUCHSIA,469,10.0
E1799,LILAC,469,6.0
B8865,TRUFFLE,469,6.0
E1270,FUCHSIA,469,4.0
E1168,SAGE,469,4.0
AA9271,WHITE,470,8.0
AA9310,IVORY,470,6.0
AA9310,IVORY,470,4.0
E2498,BLUSH,471,12.0
E2496,PEACH,471,12.0
E2774,BLACK,471,6.0
B8865,TRUFFLE,472,8.0
B8865,TRUFFLE,472,8.0
B8865,TRUFFLE,472,4.0
B8486,BLACK/LILAC,473,8.0
B8486,BLACK/LILAC,473,10.0
B8865,TRUFFLE,473,8.0
B9000,DUSTY PINK,474,8.0
B9000,PURPLE,474,8.0
B9000,DUSTY PINK,474,12.0
B9000,DUSTY PINK,474,10.0
B8998,CORAL,474,14.0
B8998,CORAL,474,10.0
B8998,CORAL,474,6.0
B8998,CORAL,474,4.0
B8486,BLACK/FUCHSIA,475,8.0
B8486,BLACK/LILAC,475,14.0
B8486,BLACK/LILAC,475,12.0
E1168,TEAL,476,14.0
E2495,SKY BLUE,476,12.0
E1168,TEAL,476,12.0
E1168,TEAL,476,10.0
E1168,TEAL,476,8.0
E1168,TEAL,476,4.0
AA9301,WHITE,477,14.0
AA9301,WHITE,477,12.0
AA9301,WHITE,477,6.0
E1676,BLUE/PINK,478,12.0
E2322,BLUSH,478,8.0
E2322,BLUSH,478,4.0
E2495,SKY BLUE,478,4.0
E1259,PINK,479,4.0
AA9256,IVORY,479,10.0
AA9318,,479,10.0
AA9318,,479,6.0
B8486,BLACK/FUCHSIA,480,14.0
B8998,CORAL,480,4.0
E2495,SKY BLUE,480,4.0
E2322,TEAL,481,12.0
E2494,SANGRIA,481,8.0
E2503,SKY BLUE,481,4.0
E2701,ROSE,482,14.0
B8998,RED,482,12.0
AA222,WHITE,482,10.0
AA9310,WHITE,482,10.0
AA9256,IVORY,482,6.0
AA9256,IVORY,483,8.0
AA9256,IVORY,483,6.0
E1044,DARK CELADON,484,8.0
B8921,LIGHT GREEN,484,8.0
B8608,LILAC,484,8.0
B8896,LILAC/WHITE,484,8.0
B8865,SANGRIA,484,8.0
E1386,LILAC,484,8.0
E1954,PLUM,484,4.0
E1762,PURPLE,485,12.0
E1762,PURPLE,485,10.0
E1582,BURGUNDY,485,8.0
E1762,PURPLE,485,8.0
E1762,PURPLE,485,6.0
E1762,PURPLE,485,4.0
B8865,SILVER,486,8.0
B8896,SILVER,486,8.0
B8921,VIOLET,486,8.0
B8921,VIOLET,486,10.0
E1371,SAGE,486,14.0
E1696,BLACK,486,12.0
E1930,BLACK,486,8.0
E1937,BLACK,486,4.0
B8896,TRUFFLE,487,8.0
B8921,TRUFFLE,487,8.0
B8940,TRUFFLE,487,8.0
E1386,LILAC,487,4.0
E1387,TURQUOISE,487,4.0
B8486,BLACK/LILAC,488,12.0
E1676,BLUE/PINK,488,4.0
E1194,TEAL,488,4.0
E1295,TRUFFLE,488,4.0
B2498,BLUSH,489,12.0
B2493,PEACH,489,12.0
B1259,SKY BLUE,490,10.0
B2322,BLUSH,490,8.0
B2501,BLUSH,490,4.0
B2496,PEACH,490,4.0
E2437,NAVY PRINT,491,12.0
E2437,NAVY PRINT,491,8.0
E2437,NAVY PRINT,492,12.0
E2437,NAVY PRINT,492,10.0
E1194,TEAL,493,8.0
E2322,TEAL,493,10.0
E2322,BLUSH,493,8.0
E1168,SAGE,493,8.0
AA9329,,493,8.0
E1168,TRUFFLE,494,10.0
E2241,IVORY,494,14.0
E1168,BURGUNDY,494,10.0
E2241,IVORY,494,10.0
E1168,BURGUNDY,494,8.0
E1168,BURGUNDY,494,6.0
E2241,IVORY,494,6.0
E2494,SANGRIA,495,8.0
AA222,IVORY,495,6.0
AA222,IVORY,495,4.0
E1270,CORAL,496,8.0
E1270,CORAL,496,6.0
B8998,CORAL,496,4.0
E2078,BURGUNDY,497,14.0
E2551,RED,497,12.0
E2551,RED,497,10.0
E2551,RED,497,8.0
E2551,RED,497,6.0
E2551,RED,497,4.0
E2510,IVORY,498,14.0
E1729,IVORY,498,6.0
E2510,IVORY,498,6.0
E1729,IVORY,498,4.0
E1822,IVORY,498,4.0
E2537,IVORY,498,4.0
E1340,WHITE,498,4.0
E1068,BURGUNDY,499,8.0
E1068,BURGUNDY,499,14.0
E1068,BURGUNDY,499,12.0
E1068,BURGUNDY,499,10.0
E1696,ROYAL,499,8.0
E1168,TEAL,499,8.0
E1295,TEAL,499,8.0
E2136,NAVY,499,6.0
E2493,PEACH,500,12.0
E2774,BLACK,500,6.0
E1676,BLUE/FUCHSIA,500,4.0
AA9254,IVORY,501,6.0
AA9312,IVORY,501,6.0
AA9317,IVORY,501,6.0
E2049,PLATINUM,502,14.0
AA9316,IVORY,502,8.0
E2545,GREEN,502,4.0
E1068,BURGUNDY,503,12.0
G1116,POOL,503,12.0
E1637,BLACK,503,10.0
E1696,BLACK,503,10.0
E1796,BLACK,503,10.0
B8998,CORAL,503,10.0
B8998,POOL,503,10.0
E1013,TRUFFLE,503,10.0
E1260,TRUFFLE,503,10.0
E1827,BLACK,503,4.0
E2554,,504,14.0
E2554,,504,10.0
E2554,,504,8.0
E2554,,504,6.0
E2554,,504,4.0
E1582,FUCHSIA,505,10.0
AA9256,IVORY,505,6.0
AA9319,IVORY,505,6.0
E9314,WHITE,505,6.0
E2554,GOLD,505,4.0
570,LILAC,508,8.0
570,LILAC,508,14.0
570,SKY BLUE,508,14.0
E2494,PINK,508,12.0
B8998,CORAL,508,4.0
E1270,FUCHSIA,508,4.0
E1531,CORAL,509,12.0
E1531,CORAL,509,10.0
B8998,CORAL,509,8.0
E1531,CORAL,509,8.0
E1582,FUCHSIA,509,8.0
E1531,PURPLE,509,8.0
E1270,FUCHSIA,509,4.0
E2781,ROYAL,510,12.0
E2578,BLACK,510,10.0
E2780,ROYAL,510,8.0
E2781,ROYAL,510,8.0
E1552,BLACK,510,4.0
E2233,WHITE,510,4.0
E1582,FUCHSIA,511,10.0
E1582,FUCHSIA,511,8.0
E1582,TEAL,511,8.0
E1582,FUCHSIA,511,6.0
E1582,TEAL,511,6.0
E1582,FUCHSIA,511,4.0
E2075,MIDNIGHT,512,10.0
E1582,TEAL,512,10.0
E1891,PURPLE,512,6.0
E1582,TEAL,512,4.0
E1064,MINT,515,10.0
E1544,BLACK,515,8.0
E1502,CLARET,515,8.0
E2503,SKY BLUE,515,8.0
E2498,BLUSH,516,12.0
E2554,GOLD,516,6.0
E1270,CORAL,516,4.0
E1264,NAVY,517,8.0
E1573,CORAL,517,14.0
B8998,CORAL,517,12.0
B8998,CORAL,517,8.0
E2557,NAVY,517,6.0
E1696,BLACK,520,8.0
E1696,BLACK,521,10.0
E1696,BLACK,521,6.0
E1168,SAGE,522,12.0
E1168,SAGE,523,8.0
E1168,SAGE,523,6.0
E1168,TEAL,524,8.0
E1168,TEAL,524,8.0
E1270,FUCHSIA,524,6.0
E1168,TEAL,524,6.0
E1942,ROYAL,525,14.0
E1942,ROYAL,525,10.0
E1942,ROYAL,525,8.0
E1942,ROYAL,525,6.0
E1942,ROYAL,525,4.0
E1340,PURPLE,526,10.0
E1340,BLACK,526,10.0
E1340,WHITE,526,10.0
E1340,WHITE,526,8.0
E1340,BLACK,526,6.0
E1340,WHITE,526,6.0
E1340,BLACK,526,4.0
E1340,PURPLE,526,4.0
E1340,WHITE,527,8.0
E1340,WHITE,527,14.0
E1340,WHITE,527,12.0
AA9315,IVORY,527,10.0
E1340,WHITE,527,4.0
AA9315,WHITE,528,12.0
AA9315,WHITE,528,10.0
E9000,BURNT ORANGE,529,8.0
B9000,DUSTY PINK,529,8.0
B9000,PURPLE,529,8.0
E2227,FUCHSIA,529,14.0
E2753,TURQUOISE,529,14.0
E2081,NAVY,529,10.0
E2366,BLACK/GOLD,529,6.0
E1663,FUCHSIA,529,4.0
E1918,GREEN,530,12.0
E1918,GREEN,530,4.0
B8486,BLACK/LILAC,531,8.0
E1260,SKY BLUE,531,8.0
E1260,TRUFFLE,531,8.0
B8486,BLACK/LILAC,531,14.0
E1502,NAVY,531,12.0
E2574,BLACK,531,8.0
E2081,NAVY,531,8.0
E1730,ROYAL,531,8.0
BD2006/502,,531,8.0
E1844,MINT,531,6.0
E2786,PURPLE,531,6.0
E1582,BURGUNDY,531,4.0
E2262,BLACK,533,14.0
E1348,PLATINUM,533,8.0
E1596,PURPLE,533,8.0
AA9317,WHITE,534,4.0
AA9317,WHITE,535,6.0
BZ570,SKY BLUE,536,14.0
AA9317,WHITE,536,10.0
E1068,BURGUNDY,536,5.0
E1013,TRUFFLE,537,10.0
E1013,TRUFFLE,537,12.0
E1013,TRUFFLE,537,8.0
E1260,TRUFFLE,537,8.0
E1260,TRUFFLE,537,6.0
B8998,CORAL,538,8.0
B8998,CORAL,538,4.0
AA9309,IVORY,538,4.0
AA9317,IVORY,538,4.0
AA9329,IVORY,538,4.0
AA9310,WHITE,541,4.0
AA9314,WHITE,541,4.0
AA9319,WHITE,541,4.0
AA9331,WHITE,541,4.0
E1068,KIWI,542,10.0
AA9256,IVORY,542,8.0
AA9271,WHITE,542,8.0
AA9316,WHITE,542,8.0
AA9318,WHITE,542,8.0
AA9271,IVORY,543,8.0
AA9309,WHITE,543,8.0
AA9314,WHITE,543,8.0
AA9316,WHITE,543,8.0
B9000,BURGUNDY,544,8.0
B9000,DUSTY PINK,544,8.0
B9000,LILAC,544,8.0
B9000,PURPLE,544,8.0
E1270,TEAL,544,8.0
B8667,YELLOW,544,14.0
E2107,NAVY,544,14.0
E1194,FUCHSIA,545,8.0
E1194,FUCHSIA,545,14.0
E1194,FUCHSIA,545,8.0
E1168,TEAL,546,8.0
E1168,TEAL,546,4.0
AA9309,IVORY,547,4.0
AA9309,WHITE,548,6.0
AA9309,IVORY,548,4.0
AA9309,WHITE,548,4.0
88468,BLACK,549,8.0
88468,BLACK,549,10.0
B8486,BLACK/LILAC,550,8.0
AA9322,WHITE,550,14.0
AA9332,WHITE,550,12.0
E1663,NAVY,550,10.0
E2086,BURGUNDY,550,4.0
AA9332,WHITE,551,10.0
AA9349,WHITE,551,10.0
E2774,BLACK,551,6.0
E1028,WHITE,551,4.0
AA9322,WHITE,552,8.0
E2753,TURQUOISE,552,6.0
E1412,ROYAL,553,8.0
E1582,FUCHSIA,553,6.0
E1582,TEAL,553,4.0
E1799,LILAC,554,10.0
E1729,FUCHSIA,554,8.0
E1729,FUCHSIA,554,4.0
E1340,WHITE,555,14.0
E1340,WHITE,555,12.0
E2708,NAVY,555,6.0
E1270,LILAC,555,4.0
E1270,POOL,555,4.0
E1168,TRUFFLE,555,4.0
B8808,IVORY,556,8.0
E2708,BLACK,556,14.0
E2701,ROSE,556,10.0
E1013,LILAC,556,8.0
E1412,BROWN,557,4.0
E1412,BROWN,558,12.0
E1412,BROWN,559,8.0
E1013,LILAC,560,8.0
BD2006/66,BLACK,561,10.0
E1795,IVORY,561,14.0
B8486,BLACK/FUCHSIA,562,10.0
E1270,POOL,562,10.0
E1531,CORAL,562,10.0
E1729,FUCHSIA,562,10.0
E1270,POOL,562,10.0
E1531,PURPLE,562,10.0
AA9254,IVORY,563,6.0
AA9257,WHITE,563,6.0
AA9309,WHITE,563,6.0
AA9319,WHITE,563,6.0
AA9309,IVORY,564,6.0
AA9316,WHITE,564,6.0
AA9317,WHITE,564,6.0
E1275,DARK LILAC,565,8.0
B8998,CORAL,565,12.0
B8998,CORAL,565,12.0
B8998,CORAL,565,8.0
E1696,CORAL,565,4.0
B8998,POOL,566,12.0
E2322,PEAL,566,10.0
B8998,POOL,566,10.0
E1340,PURPLE,566,8.0
E2496,PEACH,566,4.0
AA219,IVORY,567,8.0
E1270,CORAL,567,4.0
B8486,BLACK/FUCHSIA,568,8.0
B8486,BLACK/LILAC,568,8.0
B8486,BLACK/FUCHSIA,568,14.0
B8486,BLACK/LILAC,568,14.0
B8486,BLACK/LILAC,568,12.0
B8486,BLACK/LILAC,568,10.0
B8998,CORAL,568,8.0
E1657,TEAL,568,8.0
E1582,TEAL,568,6.0
E1696,BLACK,568,4.0
E1295,FUCHSIA,568,4.0
B8865,TRUFFLE,569,12.0
E1799,LILAC,569,8.0
E1270,POOL,569,8.0
E1502,CLARET,569,4.0
E1531,POOL,569,4.0
E1270,TEAL,569,4.0
E1295,TEAL,569,4.0
B8486,BLACK/LILAC,570,12.0
E1013,TRUFFLE,570,10.0
E1295,FUCHSIA,570,8.0
E1387,GREEN,570,8.0
E1531,PURPLE,570,8.0
E1013,TRUFFLE,570,8.0
AA222,WHITE,570,8.0
E1531,PURPLE,570,4.0
E1657,BLACK,571,8.0
E1420,PURPLE,571,8.0
E2503,SKY BLUE,571,8.0
E2318,BLUE,571,6.0
E1260,TRUFFLE,572,12.0
E1260,TRUFFLE,572,8.0
E1270,CORAL,572,4.0
E1676,BLUE/PINK,573,8.0
E2322,TEAL,573,8.0
E2322,TEAL,573,6.0
E1676,BLUE/PINK,573,4.0
E2322,TEAL,574,8.0
E2501,LAVENDER,574,4.0
E1259,SKY BLUE,575,10.0
E1582,FUCHSIA,575,8.0
E1270,POOL,575,8.0
E1295,TEAL,575,8.0
E2165,FUCHSIA,575,4.0
E1676,BLUE/PINK,576,12.0
E1502,CLARET,577,10.0
E1582,FUCHSIA,577,10.0
E1502,CLARET,577,8.0
E2322,BLUSH,577,4.0
B8865,CLARET,577,4.0
E1295,TRUFFLE,577,4.0
AA9309,IVORY,578,12.0
AA9316,WHITE,578,12.0
AA9257,,578,12.0
AA9331,,578,12.0
E1696,BLACK,578,8.0
E1333,TEAL,579,8.0
E1685,FUCHSIA,579,12.0
AA9270,IVORY,579,12.0
E1270,POOL,579,8.0
E1270,POOL,579,6.0
AA9313,WHITE,580,12.0
AA9317,WHITE,580,12.0
E1696,CORAL,580,10.0
E1531,CORAL,580,8.0
E1168,SAGE,580,4.0
E1729,FUCHSIA,581,8.0
E1729,FUCHSIA,581,6.0
E1799,LILAC,581,6.0
E2262,BLACK,581,4.0
E1729,FUCHSIA,581,4.0
E2602,BLACK,582,12.0
E2526,GREEN,582,4.0
E2494,PINK,582,4.0
E1729,FUCHSIA,583,10.0
E1412,BLACK,583,8.0
E1412,BLACK,583,4.0
E2318,BLUE,584,14.0
E2318,BLUE,584,8.0
B8486,BLACK/FUCHSIA,585,14.0
B8608,PINK,585,14.0
B8486,BLACK/LILAC,585,12.0
E2494,SANGRIA,585,8.0
B8998,WHITE,586,8.0
B8998,WHITE,586,4.0
BZ570,TRUFFLE,587,12.0
BZ570,TRUFFLE,587,10.0
E2501,BLUSH,588,12.0
E1168,SAGE,588,12.0
E1168,SAGE,588,10.0
E1168,SAGE,588,8.0
E1582,FUCHSIA,589,8.0
E2318,BLUE,589,6.0
E2106,BABY BLUE,589,4.0
BZ570,SKY BLUE,590,14.0
E1502,CLARET,590,8.0
E2267,ROYAL BLUE,590,8.0
BZ570,SKY BLUE,590,8.0
E1295,FUCHSIA,590,6.0
E1340,WHITE,590,6.0
E2498,BLUE,590,4.0
E1013,TRUFFLE,591,10.0
E1676,BLUE/PINK,591,12.0
E1676,BLUE/PINK,591,8.0
E1013,TRUFFLE,591,8.0
AA222,,591,8.0
E1676,BLUE/PINK,591,4.0
E1676,BLUE/PINK,592,8.0
E1696,CORAL,592,6.0
E1696,CORAL,592,4.0
E1931,NAVY,593,8.0
AA9271,WHITE,593,8.0
E1931,NAVY,593,4.0
E2570,BURGUNDY,594,10.0
E1694,TEAL,594,8.0
E2753,SKY BLUE,594,6.0
E1285,LILAC,595,12.0
E1168,SAGE,595,12.0
E1295,TEAL,595,12.0
E1696,CORAL,595,8.0
E2106,SKY BLUE,595,4.0
E2493,LAVENDER,596,12.0
E2106,BABY BLUE,596,4.0
E1295,TEAL,597,12.0
E1531,PURPLE,597,8.0
E1168,SAGE,597,8.0
E1954,PLUM,597,6.0
E1696,CORAL,597,4.0
E2165,FUCHSIA,598,8.0
E2165,FUCHSIA,598,4.0
E1931,NAVY,599,14.0
B8865,CLARET,599,10.0
E1931,NAVY,599,10.0
B8865,CLARET,599,8.0
B8865,CLARET,599,6.0
E1931,NAVY,599,6.0
B8865,CLARET,599,4.0
AA9318,WHITE,600,10.0
AA9257,WHITE,600,8.0
AA9312,WHITE,600,8.0
AA9314,WHITE,600,8.0
AA9319,WHITE,600,8.0
AA9331,WHITE,600,8.0
E1265,COFFEE,601,12.0
E1265,BLUE,601,10.0
E1442,BLACK,601,8.0
E1838,TEAL,601,8.0
E2366,BLACK/GOLD,601,4.0
B8896,PURPLE/WHITE,601,4.0
E1340,PURPLE,602,10.0
E1531,CORAL,602,12.0
E1531,CORAL,602,8.0
E1260,TRUFFLE,602,8.0
E2568,AQUA,602,4.0
B8608,LILAC,603,8.0
B8608,PINK,603,8.0
B8608,LILAC,603,14.0
B8608,PINK,603,14.0
B8608,LILAC,603,12.0
B8608,PINK,603,12.0
B8608,LILAC,603,10.0
E1827,BLACK,603,12.0
E2107,LAVENDER,603,12.0
E1827,BLACK,603,6.0
E1875,BLACK,603,6.0
E1950,BLACK,603,4.0
E1762,PURPLE,603,4.0
E2496,SKY BLUE,604,12.0
B8968,GREEN,605,8.0
E2705,GOLD,605,14.0
B8865,WHITE,605,10.0
AA9257,WHITE,605,8.0
B8865,WHITE,605,8.0
B1857,NAVY,605,6.0
B8865,WHITE,605,6.0
E2101,WINE,605,6.0
E2158,GOLD,605,4.0
E2136,NAVY,605,4.0
B8865,WHITE,605,4.0
B8865,WHITE,606,12.0
E2496,SKY BLUE,606,4.0
E1024,BANANA,607,8.0
E1024,MINT,607,8.0
E1024,BANANA,607,14.0
E1024,MINT,607,14.0
E1024,BANANA,607,10.0
E1024,MINT,607,10.0
E2060,MIDNIGHT,608,14.0
E2060,MIDNIGHT,608,12.0
E2060,MIDNIGHT,608,10.0
E2060,MIDNIGHT,608,8.0
E2060,MIDNIGHT,608,6.0
E2096,WHITE/BLACK,608,6.0
E2060,MIDNIGHT,608,4.0
42113,APRICOT,609,14.0
42113,APRICOT,609,12.0
E1378,RED,609,12.0
E1378,RED,609,4.0
E2557,NAVY,610,14.0
E2557,NAVY,610,10.0
E2557,NAVY,610,6.0
E1278,GREY,611,8.0
E2251,RED,611,10.0
E2251,RED,611,8.0
E2251,RED,611,6.0
E2560,NAVY,611,4.0
E1340,BLACK,612,8.0
E2251,RED,612,12.0
E1510,WHITE/BLUE,612,12.0
E1502,CLARET,612,8.0
E1510,WHITE,612,8.0
E1295,FUCHSIA,612,6.0
E1696,ROYAL,612,6.0
E1168,TEAL,612,6.0
E1581,BLACK,613,12.0
E1510,WHITE,613,12.0
E1510,WHITE/BLUE,613,12.0
E1537,BLACK,613,10.0
E1581,BLACK,613,8.0
E1581,BLACK,613,6.0
E1581,BLACK,613,4.0
E1312,CLARET,614,12.0
E1312,CLARET,614,10.0
E1312,CLARET,614,8.0
E1379,CORAL,614,8.0
E1379,CORAL,614,6.0
E1379,CORAL,614,4.0
E8865,TRUFFLE,616,8.0
E8865,TRUFFLE,616,10.0
E1531,POOL,617,12.0
E1531,PURPLE,617,8.0
E1531,PURPLE,617,6.0
E1531,POOL,617,4.0
E1531,PURPLE,617,4.0
B8865,TRUFFLE,618,8.0
B8865,TRUFFLE,618,12.0
B8865,TRUFFLE,618,12.0
B8865,TRUFFLE,618,8.0
B8865,WHITE,618,8.0
B8865,TRUFFLE,618,6.0
B8865,TRUFFLE,618,4.0
B8865,WHITE,618,4.0
E1250,CORAL,619,10.0
B8998,SANGRIA,620,14.0
B8998,ROYAL,620,12.0
B8998,SANGRIA,620,12.0
B8998,SANGRIA,620,8.0
B8998,SANGRIA,620,6.0
B8998,SANGRIA,620,4.0
AA9270,LAVENDER,621,14.0
AA9270,LAVENDER,621,12.0
AA9270,LAVENDER,621,8.0
E1387,PINK,621,8.0
AA9270,LAVENDER,621,6.0
E1387,PINK,621,4.0
G1116,SKY BLUE,622,8.0
E1260,TRUFFLE,622,6.0
E1260,TRUFFLE,622,4.0
42213,PINK,623,10.0
E2241,BLACK,623,12.0
E1470,GOLD,623,12.0
E1942,ROYAL,623,10.0
E2043,ROSE/QUARTZ,623,6.0
AA222,WHITE,623,6.0
E1168,SAGE,623,4.0
E1119,VICTORIA LILAC,624,14.0
E1119,VICTORIA LILAC,624,12.0
E2107,NAVY,624,14.0
E2107,NAVY,624,10.0
E2107,NAVY,624,8.0
E1412,BLACK,625,4.0
E1270,FUCHSIA,625,4.0
E1295,FUCHSIA,625,4.0
E1412,ROYAL,625,4.0
E1582,TEAL,625,4.0
E1582,TEAL,625,4.0
AA222,WHITE,625,4.0
E1032,PISTACHIO,626,8.0
E1032,SUNSHINE,626,8.0
E1032,SUNSHINE,626,14.0
E1032,SUNSHINE,626,12.0
E1032,PISTACHIO,626,10.0
E1032,SUNSHINE,626,10.0
B8486,BLACK/FUCHSIA,627,8.0
E1194,SKY BLUE,627,8.0
E1168,TRUFFLE,627,8.0
E1696,BLACK,627,6.0
E1531,PURPLE,627,6.0
E1582,TEAL,627,6.0
AA222,WHITE,627,6.0
E1168,TEAL,627,4.0
570,SAGE,628,8.0
G1116,APPLE RED,629,8.0
G1116,APPLE RED,629,10.0
E1696,CORAL,629,12.0
E1068,BURGUNDY,630,10.0
E1270,POOL,630,12.0
AA9270,WHITE/NAVY,630,10.0
AA9270,WHITE/NAVY,630,8.0
AA9270,WHITE/NAVY,630,6.0
AA9310,WHITE,631,10.0
E1582,FUCHSIA,632,12.0
E2042,WINE,632,8.0
E1696,BLACK,632,6.0
E2042,BURGUNDY,632,6.0
E1295,FUCHSIA,632,6.0
E1582,FUCHSIA,632,6.0
E1799,LILAC,632,6.0
E1861,RED,632,4.0
AA9301,,633,12.0
AA9257,,633,10.0
AA9331,,633,10.0
AA9256,,634,12.0
AA9314,,634,12.0
AA9256,,634,10.0
AA9257,,634,10.0
E1265,BLUE,635,12.0
G1116,RED,635,12.0
E1502,NAVY,635,12.0
E0021,CORAL,635,6.0
F1116,SKY BLUE,636,8.0
E2301,GREY,636,6.0
B8967,GREEN,637,14.0
B9000,PURPLE,637,12.0
E1168,TRUFFLE,637,12.0
E1168,TRUFFLE,637,12.0
AA9257,WHITE,637,10.0
E2501,MINT,638,4.0
E2501,BLUSH,639,12.0
E2501,BLUSH,639,10.0
E2501,BLUSH,639,4.0
AA9256,WHITE,640,10.0
