STYLE NO.,COLOR,BOX NUMBER,SIZE_US
E1379,WATERMELON,847,10.0
E1909,GREEN,847,6.0
AA9254,IVORY,847,6.0
AA9309,IVORY,847,6.0
E2107,NAVY,847,6.0
E1729,IVORY,847,4.0
E2107,NAVY,847,4.0
E1264,NAVY,848,8.0
E2543,BLACK,848,14.0
E1796,NAVY,848,6.0
E1796,BISCOTTI,848,4.0
E1676,BLUE/PINK,848,4.0
E1795,NAVY,848,4.0
E1796,NAVY,848,4.0
4386,BLACK,849,4.0
5105,BLACK,849,4.0
E1371,SAGE,850,8.0
E8588,SKYBLUE/BLACK,850,14.0
B8608,PINK,850,12.0
E1312,CLARET,850,10.0
B8608,LILAC,850,10.0
B8667,YELLOW,850,10.0
E2019,BLUE,850,14.0
B8320,ORANGE,850,14.0
E1119,VICTORIA LILAC,850,12.0
E1939,TEAL,850,10.0
E1119,BURGUNDY,850,8.0
E1421,CORAL,850,8.0
E2039,POWDER BLUE,850,8.0
E1119,VICTORIA LILAC,850,8.0
E1119,BURGUNDY,850,4.0
E2524,MAUVE,850,4.0
E1472,ROYAL,850,4.0
E1379,SAGE,850,4.0
E2027,WINE,850,4.0
E2449,GREEN,851,10.0
E2496,SKY BLUE,851,8.0
AA9270,WHITE,852,6.0
AA9301,WHITE/IVORY,852,6.0
B8486,BLACK/FUCHSIA,853,14.0
B8486,BLACK/LILAC,853,14.0
B8486,BLACK/FUCHSIA,853,12.0
B8486,BLACK/LILAC,853,12.0
B8486,BLACK/FUCHSIA,853,10.0
B8486,BLACK/LILAC,853,10.0
B8661,ORANGE,853,10.0
E1940,GUNMETAL,853,8.0
E2366,BLACK/GOLD,853,4.0
E1371,SAGE,854,10.0
E2498,BLUE,854,4.0
E2493,PEACH,854,4.0
E1119,VICTORIA LILAC,855,10.0
E252,GREEN,855,14.0
E2136,BLACK,855,4.0
E2043,CORAL,855,4.0
E1716,PURPLE,855,4.0
E1761,RED,855,4.0
E2196,RED,855,4.0
E2570,BURGUNDY,856,14.0
E1939,TEAL,856,14.0
E2126,BLACK,856,10.0
E2366,BLACK/GOLD,856,10.0
E1340,CORAL,856,4.0
E2296,GREEN/PURPLE,856,4.0
E2060,MIDNIGHT,856,4.0
E2031,BLACK,857,14.0
AA9309,WHITE,857,14.0
E1637,BLACK/NUDE,857,12.0
E1931,NAVY,857,12.0
E2241,BLACK,857,8.0
E2514,EMERALD,857,8.0
E2514,EMERALD,857,6.0
E1637,BLACK,857,4.0
E2073,BLUE,857,4.0
