BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,Handle
416,B8608,MILANO FORMALS,SKY BLUE,XL,14,6,3033,Elegant Evening,B8608_SKY BLUE_14,,,,,,,AT1391
416,B8661,MILANO FORMALS,ORANGE,L,12,7,3033,#N/A,B8661_ORANGE_12,,,,,,,AT1338
416,B8661,MILANO FORMALS,ORANGE,XL,14,7,3033,#N/A,B8661_ORANGE_14,,,,,,,AT1338
416,B8608,MILANO FORMALS,SKY BLUE,M,10,8,3033,Elegant Evening,B8608_SKY BLUE_10,,,,,,,AT1391
416,B8608,MILANO FORMALS,SKY BLUE,L,12,9,3033,Elegant Evening,B8608_SKY BLUE_12,,,,,,,AT1391
416,B8608,MILANO FORMALS,SKY BLUE,S,8,10,3033,Elegant Evening,B8608_SKY BLUE_8,,,,,,,AT1391
417,E2496,MILANO FORMALS,SKY BLUE,4,4,1,3033,#N/A,E2496_SKY BLUE_4,,,,,,,NV7503
417,E2496,MILANO FORMALS,SKY BLUE,8,8,1,3033,#N/A,E2496_SKY BLUE_8,,,,,,,NV7503
417,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3033,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503
417,E2496,MILANO FORMALS,SKY BLUE,16,16,1,3033,#N/A,E2496_SKY BLUE_16,,,,,,,NV7503
417,E1715,MILANO FORMALS,SKY BLUE,0,0,2,3033,Ball Gown/Quinceanera ,E1715_SKY BLUE_0,,,,,,,NV8284
418,E1730,MILANO FORMALS,ROYAL,4,4,1,3033,Bridesmaid,E1730_ROYAL_4,,118,,,,,NV8269
418,E2027,MILANO FORMALS,WINE,6,6,1,3033,2 Piece,E2027_WINE_6,,,,,,,NV7972
418,E1573,MILANO FORMALS,PURPLE,24,24,1,3033,Bridesmaid,E1573_PURPLE_24,,,,,,,NV8426
418,E1663,MILANO FORMALS,NAVY,24,24,1,3033,Bridesmaid,E1663_NAVY_24,,,,,,,NV8336
418,E2027,MILANO FORMALS,WINE,2,2,3,3033,2 Piece,E2027_WINE_2,,,,,,,NV7972
418,E2027,MILANO FORMALS,WINE,8,8,4,3033,2 Piece,E2027_WINE_8,,,,,,,NV7972
419,E2253,MILANO FORMALS,RED,4,4,1,3033,#N/A,E2253_RED_4,,,,,,,NV7746
419,E2599,MILANO FORMALS,RED,4,4,1,3033,#N/A,E2599_RED_4,,99,,,,,NV7400
419,E1260,MILANO FORMALS,PINK,14,14,1,3033,Elegant Evening,E1260_PINK_14,,,,,,,NV8739
419,E1295,MILANO FORMALS,TEAL,14,14,1,3033,Bridesmaid,E1295_TEAL_14,,,,,,,NV8704
419,E1852,MILANO FORMALS,RED,14,14,1,3033,Bridesmaid,E1852_RED_14,,,,,,,NV8147
419,E1911,MILANO FORMALS,NAVY,18,18,1,3033,#N/A,E1911_NAVY_18,,,,,,,NV8088
419,E2262,MILANO FORMALS,BLACK,20,20,1,3033,Embellished,E2262_BLACK_20,,,,,,,NV7737
419,B8667,MILANO FORMALS,YELLOW,XL,14,1,3033,#N/A,B8667_YELLOW_14,,,,,,,AT1332
419,E1194,MILANO FORMALS,FUCHSIA,XL,14,1,3033,#N/A,E1194_FUCHSIA_14,,,,,,,NV8805
419,F570,MILANO FORMALS,SKY BLUE,14,14,2,3033,#N/A,F570_SKY BLUE_14,,,,,,,B429
419,F570,MILANO FORMALS,RED,5XL,30,4,3033,#N/A,F570_RED_30,,,,,,,B429
419,E1312,MILANO FORMALS,SUNSHINE,XL,14,5,3033,#N/A,E1312_SUNSHINE_14,,,,,,,NV8687
419,F570,MILANO FORMALS,RED,6XL,34,5,3033,#N/A,F570_RED_34,,,,,,,B429
419,E1312,MILANO FORMALS,SUNSHINE,S,8,5,3033,#N/A,E1312_SUNSHINE_8,,,,,,,NV8687
419,E1312,MILANO FORMALS,SUNSHINE,L,12,6,3033,#N/A,E1312_SUNSHINE_12,,,,,,,NV8687
419,E2252,MILANO FORMALS,PURPLE,0,0,20,3033,Short,E2252_PURPLE_0,,198,,,,,NV7747
420,B8865,MILANO FORMALS,WHITE,36,36,1,3033,Elegant Evening,B8865_WHITE_36,,,,,,,AT1134
420,B8865,MILANO FORMALS,IVORY,M,10,1,3033,Elegant Evening,B8865_IVORY_10,,,,,,,AT1134
420,B8865,MILANO FORMALS,IVORY,8XL,40,1,3033,Elegant Evening,B8865_IVORY_40,,,,,,,AT1134
420,B8865,MILANO FORMALS,WHITE,24,24,2,3033,Elegant Evening,B8865_WHITE_24,,,,,,,AT1134
420,B8865,MILANO FORMALS,WHITE,28,28,2,3033,Elegant Evening,B8865_WHITE_28,,,,,,,AT1134
420,B8865,MILANO FORMALS,WHITE,32,32,3,3033,Elegant Evening,B8865_WHITE_32,,,,,,,AT1134
420,B8865,MILANO FORMALS,WHITE,12,12,4,3033,Elegant Evening,B8865_WHITE_12,,,,,,,AT1134
421,E2495,MILANO FORMALS,PINK,8,8,1,3033,#N/A,E2495_PINK_8,,,,,,,NV7504
421,E2495,MILANO FORMALS,PINK,12,12,1,3033,#N/A,E2495_PINK_12,,,,,,,NV7504
421,E2495,MILANO FORMALS,PINK,16,16,1,3033,#N/A,E2495_PINK_16,,,,,,,NV7504
421,E1259,MILANO FORMALS,PINK,3XL,22,1,3033,Ball Gown/Quinceanera ,E1259_PINK_22,,,,,,,NV8740
422,E1591,MILANO FORMALS,PURPLE,12,12,1,3033,#N/A,E1591_PURPLE_12,,,,,,,NV8408
422,E1591,MILANO FORMALS,PURPLE,16,16,1,3033,#N/A,E1591_PURPLE_16,,,,,,,NV8408
422,E1381,MILANO FORMALS,PURPLE,0,0,2,3033,Short,E1381_PURPLE_0,,,,,,,NV8618
422,E1591,MILANO FORMALS,PURPLE,14,14,2,3033,#N/A,E1591_PURPLE_14,,,,,,,NV8408
422,E1591,MILANO FORMALS,PURPLE,4,4,3,3033,#N/A,E1591_PURPLE_4,,,,,,,NV8408
422,E1381,MILANO FORMALS,PURPLE,12,12,5,3033,Short,E1381_PURPLE_12,,,,,,,NV8618
422,E1381,MILANO FORMALS,PURPLE,4,4,7,3033,Short,E1381_PURPLE_4,,,,,,,NV8618
423,E1334,MILANO FORMALS,FUCHSIA,M,10,5,3033,#N/A,E1334_FUCHSIA_10,,,,,,,NV8665
423,E1334,MILANO FORMALS,FUCHSIA,L,12,7,3033,#N/A,E1334_FUCHSIA_12,,,,,,,NV8665
424,E2493,MILANO FORMALS,LAVENDER,4,4,1,3033,Ball Gown/Quinceanera ,E2493_LAVENDER_4,,,,,,,NV7506
424,E2493,MILANO FORMALS,LAVENDER,6,6,1,3033,Ball Gown/Quinceanera ,E2493_LAVENDER_6,,,,,,,NV7506
424,E2493,MILANO FORMALS,LAVENDER,12,12,1,3033,Ball Gown/Quinceanera ,E2493_LAVENDER_12,,,,,,,NV7506
425,E2329,MILANO FORMALS,BLACK,2,2,1,3033,#N/A,E2329_BLACK_2,,,,,,,NV7670
425,E2329,MILANO FORMALS,BLACK,4,4,1,3033,#N/A,E2329_BLACK_4,,,,,,,NV7670
425,E2329,MILANO FORMALS,BLACK,8,8,1,3033,#N/A,E2329_BLACK_8,,,,,,,NV7670
425,E2329,MILANO FORMALS,BLACK,6,6,2,3033,#N/A,E2329_BLACK_6,,,,,,,NV7670
426,E1729,MILANO FORMALS,FUCHSIA,10,10,1,3033,Bridesmaid,E1729_FUCHSIA_10,,,,,,,NV8270
426,E1799,MILANO FORMALS,LILAC,10,10,1,3033,Prom,E1799_LILAC_10,,,,,,,NV8200
426,E2331,MILANO FORMALS,RED,14,14,1,3033,Elegant Evening,E2331_RED_14,,,,,,,NV7668
426,E2331,MILANO FORMALS,RED,18,18,1,3033,Elegant Evening,E2331_RED_18,,,,,,,NV7668
426,E1696,MILANO FORMALS,CORAL,10,10,2,3033,Bridesmaid,E1696_CORAL_10,,,,,,,NV8303
426,B9000,MILANO FORMALS,BURGUNDY,S,8,5,3033,#N/A,B9000_BURGUNDY_8,,,,,,,AT0999
427,E24,MILANO FORMALS,,4,4,1,3033,#N/A,E24_4,,,,,,,NV75
427,E1774,MILANO FORMALS,POWDER BLUE,8,8,1,3033,Ball Gown/Quinceanera ,E1774_POWDER BLUE_8,,,,,,,NV8225
427,E2019,MILANO FORMALS,BLUE,8,8,1,3033,Embellished,E2019_BLUE_8,,,,,,,NV7980
427,E1270,MILANO FORMALS,POOL,10,10,1,3033,Bridesmaid,E1270_POOL_10,,,,,,,NV8729
427,E1502,MILANO FORMALS,NAVY,10,10,1,3033,Bridesmaid,E1502_NAVY_10,,,,,,,NV8497
427,E1502,MILANO FORMALS,CLARET,10,10,1,3033,Bridesmaid,E1502_CLARET_10,,,,,,,NV8497
427,E1582,MILANO FORMALS,TEAL,10,10,1,3033,Bridesmaid,E1582_TEAL_10,,,,,,,NV8417
427,E2039,MILANO FORMALS,POWDER BLUE,10,10,1,3033,2 Piece,E2039_POWDER BLUE_10,,,,,,,NV7960
427,B8588,MILANO FORMALS,PINK,XL,14,1,3033,Short,B8588_PINK_14,,,,,,,AT1411
427,E1295,MILANO FORMALS,TRUFFLE,10,10,2,3033,Bridesmaid,E1295_TRUFFLE_10,,,,,,,NV8704
427,E1696,MILANO FORMALS,ROYAL,10,10,2,3033,Bridesmaid,E1696_ROYAL_10,,,,,,,NV8303
427,B8588,MILANO FORMALS,PINK,S,8,2,3033,Short,B8588_PINK_8,,,,,,,AT1411
428,E1544,MILANO FORMALS,RED,12,12,1,3033,Short,E1544_RED_12,,,,,,,NV8455
428,E1544,MILANO FORMALS,RED,14,14,2,3033,Short,E1544_RED_14,,,,,,,NV8455
428,E1544,MILANO FORMALS,RED,24,24,2,3033,Short,E1544_RED_24,,,,,,,NV8455
428,E1544,MILANO FORMALS,RED,10,10,3,3033,Short,E1544_RED_10,,,,,,,NV8455
428,E1544,MILANO FORMALS,RED,18,18,5,3033,Short,E1544_RED_18,,,,,,,NV8455
428,E1544,MILANO FORMALS,RED,22,22,5,3033,Short,E1544_RED_22,,,,,,,NV8455
429,E1312,MILANO FORMALS,CLARET,M,10,1,3033,#N/A,E1312_CLARET_10,,,,,,,NV8687
429,E1312,MILANO FORMALS,CLARET,XL,14,3,3033,#N/A,E1312_CLARET_14,,,,,,,NV8687
429,E1312,MILANO FORMALS,CLARET,3XL,22,5,3033,#N/A,E1312_CLARET_22,,,,,,,NV8687
429,E1312,MILANO FORMALS,CLARET,2XL,18,11,3033,#N/A,E1312_CLARET_18,,,,,,,NV8687
430,E1891,MILANO FORMALS,PURPLE,0,0,1,3033,#N/A,E1891_PURPLE_0,,,,,,,NV8108
430,E2060,MILANO FORMALS,MIDNIGHT,2,2,1,3033,Embellished,E2060_MIDNIGHT_2,,,,,,,NV7939
430,E1891,MILANO FORMALS,PURPLE,4,4,1,3033,#N/A,E1891_PURPLE_4,,,,,,,NV8108
430,E1497,MILANO FORMALS,PURPLE,6,6,1,3033,#N/A,E1497_PURPLE_6,,,,,,,NV8502
430,E1891,MILANO FORMALS,PURPLE,6,6,1,3033,#N/A,E1891_PURPLE_6,,,,,,,NV8108
430,E2060,MILANO FORMALS,MIDNIGHT,6,6,1,3033,Embellished,E2060_MIDNIGHT_6,,,,,,,NV7939
430,E2060,MILANO FORMALS,MIDNIGHT,8,8,1,3033,Embellished,E2060_MIDNIGHT_8,,,,,,,NV7939
430,E1891,MILANO FORMALS,PURPLE,10,10,1,3033,#N/A,E1891_PURPLE_10,,,,,,,NV8108
430,E1344,MILANO FORMALS,YELLOW,XL,14,1,3033,Short,E1344_YELLOW_14,,,,,,,NV8655
430,E1344,MILANO FORMALS,YELLOW,2XL,18,1,3033,Short,E1344_YELLOW_18,,,,,,,NV8655
430,E1891,MILANO FORMALS,PURPLE,2,2,2,3033,#N/A,E1891_PURPLE_2,,,,,,,NV8108
430,E1891,MILANO FORMALS,PURPLE,8,8,2,3033,#N/A,E1891_PURPLE_8,,,,,,,NV8108
430,E1312,MILANO FORMALS,SUNSHINE,XL,14,2,3033,#N/A,E1312_SUNSHINE_14,,,,,,,NV8687
431,E1918,MILANO FORMALS,GREEN,4,4,1,3033,#N/A,E1918_GREEN_4,,298,,,,,NV8081
431,E1918,MILANO FORMALS,GREEN,8,8,1,3033,#N/A,E1918_GREEN_8,,298,,,,,NV8081
431,B8865,MILANO FORMALS,SKY BLUE,7XL,38,3,3033,Elegant Evening,B8865_SKY BLUE_38,,,,,,,AT1134
431,B8865,MILANO FORMALS,SKY BLUE,8XL,40,4,3033,Elegant Evening,B8865_SKY BLUE_40,,,,,,,AT1134
431,E2021,MILANO FORMALS,WINE,0,0,5,3033,2 Piece,E2021_WINE_0,,,,,,,NV7978
432,E1581,MILANO FORMALS,PURPLE,6,6,1,3033,Embellished,E1581_PURPLE_6,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,18,18,1,3033,Embellished,E1581_PURPLE_18,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,2,2,2,3033,Embellished,E1581_PURPLE_2,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,22,22,2,3033,Embellished,E1581_PURPLE_22,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,24,24,2,3033,Embellished,E1581_PURPLE_24,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,16,16,3,3033,Embellished,E1581_PURPLE_16,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,14,14,5,3033,Embellished,E1581_PURPLE_14,,,,,,,NV8418
432,E1581,MILANO FORMALS,PURPLE,4,4,7,3033,Embellished,E1581_PURPLE_4,,,,,,,NV8418
433,E1333,MILANO FORMALS,TEAL,S,8,1,3033,#N/A,E1333_TEAL_8,,,,,,,NV8666
433,E1463,MILANO FORMALS,TRUFFLE,8,8,3,3033,#N/A,E1463_TRUFFLE_8,,,,,,,NV8536
433,E1463,MILANO FORMALS,TRUFFLE,12,12,3,3033,#N/A,E1463_TRUFFLE_12,,,,,,,NV8536
433,E1333,MILANO FORMALS,TEAL,M,10,4,3033,#N/A,E1333_TEAL_10,,,,,,,NV8666
433,E1463,MILANO FORMALS,TRUFFLE,4,4,12,3033,#N/A,E1463_TRUFFLE_4,,,,,,,NV8536
434,E1340,MILANO FORMALS,PURPLE,8,8,1,3033,#N/A,E1340_PURPLE_8,,,,,,,NV8659
434,E1340,MILANO FORMALS,PURPLE,12,12,1,3033,#N/A,E1340_PURPLE_12,,,,,,,NV8659
434,E1260,MILANO FORMALS,SKY BLUE,5XL,30,3,3033,Elegant Evening,E1260_SKY BLUE_30,,,,,,,NV8739
434,E1340,MILANO FORMALS,PURPLE,4,4,7,3033,#N/A,E1340_PURPLE_4,,,,,,,NV8659
434,E1340,MILANO FORMALS,PURPLE,S,8,7,3033,#N/A,E1340_PURPLE_8,,,,,,,NV8659
434,E1340,MILANO FORMALS,PURPLE,M,10,8,3033,#N/A,E1340_PURPLE_10,,,,,,,NV8659
435,E1510,MILANO FORMALS,WHITE,10,10,1,3033,Embellished,E1510_WHITE_10,,,,,,,NV8489
435,E1510,MILANO FORMALS,WHITE,16,16,1,3033,Embellished,E1510_WHITE_16,,,,,,,NV8489
435,E1852,MILANO FORMALS,CHARCOAL,20,20,1,3033,Bridesmaid,E1852_CHARCOAL_20,,,,,,,NV8147
435,E1340,MILANO FORMALS,APPLE RED,XL,14,1,3033,#N/A,E1340_APPLE RED_14,,,,,,,NV8659
435,E1168,MILANO FORMALS,TRUFFLE,5XL,30,1,3033,Bridesmaid,E1168_TRUFFLE_30,,,,,,,NV8831
435,E1510,MILANO FORMALS,WHITE,8,8,3,3033,Embellished,E1510_WHITE_8,,,,,,,NV8489
435,E1340,MILANO FORMALS,POOL,10,10,4,3033,#N/A,E1340_POOL_10,,,,,,,NV8659
435,E1510,MILANO FORMALS,WHITE,12,12,4,3033,Embellished,E1510_WHITE_12,,,,,,,NV8489
436,AA9257,ANDY ANAND COUTURE,IVORY,16,16,1,3033,#N/A,AA9257_IVORY_16,,,,,,,BNV0742
436,AA9256,ANDY ANAND COUTURE,WHITE,14,14,2,3033,#N/A,AA9256_WHITE_14,,,,,,,BNV0743
437,E1470,MILANO FORMALS,GOLD,12,12,20,3033,#N/A,E1470_GOLD_12,,,,,,,NV8529
438,E2708,MILANO FORMALS,NAVY,6,6,4,3033,Ball Gown/Quinceanera ,E2708_NAVY_6,,,,,,,NV7291
439,E2708,MILANO FORMALS,NAVY,10,10,1,3033,Ball Gown/Quinceanera ,E2708_NAVY_10,,,,,,,NV7291
439,E1168,MILANO FORMALS,SAGE,30,30,1,3033,Bridesmaid,E1168_SAGE_30,,,,,,,NV8831
439,E2708,MILANO FORMALS,NAVY,2,2,2,3033,Ball Gown/Quinceanera ,E2708_NAVY_2,,,,,,,NV7291
439,E1168,MILANO FORMALS,LILAC,30,30,2,3033,Bridesmaid,E1168_LILAC_30,,,,,,,NV8831
440,E2708,MILANO FORMALS,NAVY,2,2,1,3033,Ball Gown/Quinceanera ,E2708_NAVY_2,,,,,,,NV7291
440,AA9317,ANDY ANAND COUTURE,WHITE,4,4,1,3033,#N/A,AA9317_WHITE_4,,,,,,,BNV0682
440,E1531,MILANO FORMALS,POOL,6,6,1,3033,Bridesmaid,E1531_POOL_6,,,,,,,NV8468
440,E1799,MILANO FORMALS,LILAC,6,6,1,3033,Prom,E1799_LILAC_6,,,,,,,NV8200
440,E1295,MILANO FORMALS,TRUFFLE,8,8,1,3033,Bridesmaid,E1295_TRUFFLE_8,,,,,,,NV8704
440,E1312,MILANO FORMALS,CLARET,8,8,1,3033,#N/A,E1312_CLARET_8,,,,,,,NV8687
440,E1531,MILANO FORMALS,CORAL,8,8,1,3033,Bridesmaid,E1531_CORAL_8,,,,,,,NV8468
440,E1168,MILANO FORMALS,LILAC,30,30,1,3033,Bridesmaid,E1168_LILAC_30,,,,,,,NV8831
441,AA9256,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9256_IVORY_4,,,,,,,BNV0743
441,AA9316,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9316_IVORY_4,,,,,,,BNV0683
441,AA9357,ANDY ANAND COUTURE,WHITE,6,6,1,3033,#N/A,AA9357_WHITE_6,,,,,,,BNV0642
441,AA9271,ANDY ANAND COUTURE,WHITE,10,10,1,3033,#N/A,AA9271_WHITE_10,,,,,,,BNV0728
442,B8865,MILANO FORMALS,PURPLE,20,20,1,3033,Elegant Evening,B8865_PURPLE_20,,,,,,,AT1134
442,B8865,MILANO FORMALS,PURPLE,M,10,1,3033,Elegant Evening,B8865_PURPLE_10,,,,,,,AT1134
442,B8865,MILANO FORMALS,PURPLE,6XL,34,2,3033,Elegant Evening,B8865_PURPLE_34,,,,,,,AT1134
442,B8865,MILANO FORMALS,PURPLE,34,34,3,3033,Elegant Evening,B8865_PURPLE_34,,,,,,,AT1134
442,B8865,MILANO FORMALS,PURPLE,S,8,12,3033,Elegant Evening,B8865_PURPLE_8,,,,,,,AT1134
443,AA9309,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9309_IVORY_4,,,,,,,BNV0690
443,AA9318,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9318_IVORY_4,,,,,,,BNV0681
443,AA9331,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9331_IVORY_4,,,,,,,BNV0668
443,E1259,MILANO FORMALS,WHITE,4,4,1,3033,Ball Gown/Quinceanera ,E1259_WHITE_4,,,,,,,NV8740
443,AA9309,ANDY ANAND COUTURE,IVORY,10,10,1,3033,#N/A,AA9309_IVORY_10,,,,,,,BNV0690
444,AA9290,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9290_IVORY_4,,,,,,,BNV0709
444,AA9316,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9316_IVORY_4,,,,,,,BNV0683
444,AA9313,ANDY ANAND COUTURE,IVORY,10,10,1,3033,#N/A,AA9313_IVORY_10,,,,,,,BNV0686
444,AA9346,ANDY ANAND COUTURE,IVORY,10,10,1,3033,#N/A,AA9346_IVORY_10,,,,,,,BNV0653
445,AA9335,ANDY ANAND COUTURE,WHITE,4,4,1,3033,#N/A,AA9335_WHITE_4,,,,,,,BNV0664
445,AA9316,ANDY ANAND COUTURE,WHITE,10,10,1,3033,#N/A,AA9316_WHITE_10,,,,,,,BNV0683
445,AA9320,ANDY ANAND COUTURE,WHITE,10,10,1,3033,#N/A,AA9320_WHITE_10,,,,,,,BNV0679
446,AA9331,ANDY ANAND COUTURE,WHITE,4,4,1,3033,#N/A,AA9331_WHITE_4,,,,,,,BNV0668
446,AA9257,ANDY ANAND COUTURE,WHITE,10,10,1,3033,#N/A,AA9257_WHITE_10,,,,,,,BNV0742
446,AA9313,ANDY ANAND COUTURE,IVORY,10,10,1,3033,#N/A,AA9313_IVORY_10,,,,,,,BNV0686
446,B8865,MILANO FORMALS,PURPLE,S,8,2,3033,Elegant Evening,B8865_PURPLE_8,,,,,,,AT1134
447,F570,MILANO FORMALS,BANANA,34,34,50,3033,#N/A,F570_BANANA_34,,,,,,,B429
448,F570,MILANO FORMALS,BANANA,6XL,34,18,3033,#N/A,F570_BANANA_34,,,,,,,B429
448,F570,MILANO FORMALS,BANANA,7XL,38,37,3033,#N/A,F570_BANANA_38,,,,,,,B429
449,F570,MILANO FORMALS,BANANA,6XL,34,4,3033,#N/A,F570_BANANA_34,,,,,,,B429
449,B8865,MILANO FORMALS,PURPLE,8XL,40,4,3033,Elegant Evening,B8865_PURPLE_40,,,,,,,AT1134
449,F570,MILANO FORMALS,BANANA,8XL,40,29,3033,#N/A,F570_BANANA_40,,,,,,,B429
450,B8865,MILANO FORMALS,SANGRIA,5XL,30,1,3033,Elegant Evening,B8865_SANGRIA_30,,,,,,,AT1134
450,B8865,MILANO FORMALS,SANGRIA,6XL,34,5,3033,Elegant Evening,B8865_SANGRIA_34,,,,,,,AT1134
450,B8865,MILANO FORMALS,SANGRIA,7XL,38,6,3033,Elegant Evening,B8865_SANGRIA_38,,,,,,,AT1134
450,B8865,MILANO FORMALS,SANGRIA,8XL,40,6,3033,Elegant Evening,B8865_SANGRIA_40,,,,,,,AT1134
451,E1696,MILANO FORMALS,CORAL,24,24,3,3033,Bridesmaid,E1696_CORAL_24,,,,,,,NV8303
451,E1340,MILANO FORMALS,WHITE,8,8,4,3033,#N/A,E1340_WHITE_8,,,,,,,NV8659
451,E1340,MILANO FORMALS,WHITE,12,12,5,3033,#N/A,E1340_WHITE_12,,,,,,,NV8659
452,B8865,MILANO FORMALS,PURPLE,30,30,1,3033,Elegant Evening,B8865_PURPLE_30,,,,,,,AT1134
452,E1336,MILANO FORMALS,LILAC,L,12,1,3033,Short,E1336_LILAC_12,,,,,,,NV8663
452,E1013,MILANO FORMALS,TRUFFLE,6,6,2,3033,Elegant Evening,E1013_TRUFFLE_6,,,,,,,NV8986
452,E1350,MILANO FORMALS,WHITE,14,14,2,3033,#N/A,E1350_WHITE_14,,,,,,,NV8649
452,E1265,MILANO FORMALS,GREEN,L,12,2,3033,Elegant Evening,E1265_GREEN_12,,,,,,,NV8734
453,AA9310,ANDY ANAND COUTURE,IVORY,4,4,1,3033,#N/A,AA9310_IVORY_4,,,,,,,BNV0689
453,E1194,MILANO FORMALS,TEAL,4,4,5,3033,#N/A,E1194_TEAL_4,,,,,,,NV8805
453,E1295,MILANO FORMALS,TRUFFLE,4,4,7,3033,Bridesmaid,E1295_TRUFFLE_4,,,,,,,NV8704
454,E2774,MILANO FORMALS,BLACK,2,2,1,3033,Ball Gown/Quinceanera ,E2774_BLACK_2,,,,,,,NV7225
454,B8865,MILANO FORMALS,CLARET,6,6,1,3033,Elegant Evening,B8865_CLARET_6,,,,,,,AT1134
454,E1923,MILANO FORMALS,NAVY,18,18,1,3033,2 Piece,E1923_NAVY_18,,,,,,,NV8076
454,B8865,MILANO FORMALS,CLARET,22,22,1,3033,Elegant Evening,B8865_CLARET_22,,,,,,,AT1134
454,B8865,MILANO FORMALS,CLARET,10,10,6,3033,Elegant Evening,B8865_CLARET_10,,,,,,,AT1134
455,AA9271,ANDY ANAND COUTURE,IVORY,6,6,1,3033,#N/A,AA9271_IVORY_6,,,,,,,BNV0728
455,AA9316,ANDY ANAND COUTURE,IVORY,6,6,1,3033,#N/A,AA9316_IVORY_6,,,,,,,BNV0683
455,AA9319,ANDY ANAND COUTURE,WHITE,6,6,1,3033,#N/A,AA9319_WHITE_6,,,,,,,BNV0680
455,AA9319,ANDY ANAND COUTURE,IVORY,6,6,1,3033,#N/A,AA9319_IVORY_6,,,,,,,BNV0680
455,E2701,MILANO FORMALS,ROSE,18,18,1,3033,Ball Gown/Quinceanera ,E2701_ROSE_18,,,,,,,NV7298
456,AA9256,ANDY ANAND COUTURE,IVORY,12,12,1,3033,#N/A,AA9256_IVORY_12,,,,,,,BNV0743
456,E1593,MILANO FORMALS,POOL,10,10,2,3033,#N/A,E1593_POOL_10,,,,,,,NV8406
456,AA9271,ANDY ANAND COUTURE,IVORY,12,12,3,3033,#N/A,AA9271_IVORY_12,,,,,,,BNV0728
456,E1593,MILANO FORMALS,POOL,6,6,REM,3033,#N/A,E1593_POOL_6,,,,,,1,NV8406
457,AA9316,ANDY ANAND COUTURE,IVORY,6,6,1,3033,#N/A,AA9316_IVORY_6,,,,,,,BNV0683
457,AA9256,ANDY ANAND COUTURE,WHITE,12,12,3,3033,#N/A,AA9256_WHITE_12,,,,,,,BNV0743
458,E1295,MILANO FORMALS,TRUFFLE,10,10,4,3033,Bridesmaid,E1295_TRUFFLE_10,,,,,,,NV8704
458,E1295,MILANO FORMALS,TRUFFLE,8,8,11,3033,Bridesmaid,E1295_TRUFFLE_8,,,,,,,NV8704
459,E1295,MILANO FORMALS,TRUFFLE,6,6,3,3033,Bridesmaid,E1295_TRUFFLE_6,,,,,,,NV8704
459,E1295,MILANO FORMALS,TRUFFLE,12,12,11,3033,Bridesmaid,E1295_TRUFFLE_12,,,,,,,NV8704
460,E1715,MILANO FORMALS,SKY BLUE,0,0,1,3033,Ball Gown/Quinceanera ,E1715_SKY BLUE_0,,,,,,,NV8284
460,E2495,MILANO FORMALS,PINK,12,12,1,3033,#N/A,E2495_PINK_12,,,,,,,NV7504
460,E1295,MILANO FORMALS,TRUFFLE,12,12,4,3033,Bridesmaid,E1295_TRUFFLE_12,,,,,,,NV8704
461,E1855,MILANO FORMALS,NAVY,0,0,1,3033,#N/A,E1855_NAVY_0,,,,,,,NV8144
461,B9000,MILANO FORMALS,PURPLE,4,4,1,3033,#N/A,B9000_PURPLE_4,,,,,,,AT0999
461,E1340,MILANO FORMALS,PURPLE,4,4,1,3033,#N/A,E1340_PURPLE_4,,,,,,,NV8659
461,B9000,MILANO FORMALS,TRUFFLE,8,8,1,3033,#N/A,B9000_TRUFFLE_8,,,,,,,AT0999
461,E1875,MILANO FORMALS,BLACK,8,8,1,3033,#N/A,E1875_BLACK_8,,,,,,,NV8124
461,B9000,MILANO FORMALS,TRUFFLE,12,12,1,3033,#N/A,B9000_TRUFFLE_12,,,,,,,AT0999
461,F570,MILANO FORMALS,BLACK,7XL,38,1,3033,#N/A,F570_BLACK_38,,,,,,,B429
461,B8998,MILANO FORMALS,CLARET,16,16,2,3033,Elegant Evening,B8998_CLARET_16,,,,,,,AT1001
461,E1875,MILANO FORMALS,BLACK,18,18,2,3033,#N/A,E1875_BLACK_18,,,,,,,NV8124
461,E1875,MILANO FORMALS,BLACK,0,0,4,3033,#N/A,E1875_BLACK_0,,,,,,,NV8124
