BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,MAPPED,Style_colour
228,E1552,MILANO FORMALS,BLACK,0,0,2,3033,#N/A,E1552_BLACK_0,,,,,,,NV8170,E1552_BLACK
228,E1439,MILANO FORMALS,EMERALD,4,4,REM,3033,#N/A,E1439_EMERALD_4,,,,,,,NV8560,E1439_EMERALD
229,E2292,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2292_RED_16,,,,,,,NV7707,E2292_RED
229,E2028,MILANO FORMALS,BLACK,18,18,1,3033,Short,E2028_BLACK_18,,,,,,,NV7971,E2028_BLACK
229,E1439,MILANO FORMALS,EMERALD,4,4,1,3033,#N/A,E1439_EMERALD_4,,,,,,,NV8560,E1439_EMERALD
229,E1439,MILANO FORMALS,EMERALD,8,8,7,3033,#N/A,E1439_EMERALD_8,,,,,,,NV8560,E1439_EMERALD
230,E2036,MILANO FORMALS,GREEN,0,0,1,3033,Embellished,E2036_GREEN_0,,,,,,,NV7963,E2036_GREEN
230,E1391,MILANO FORMALS,ROYAL,4,4,1,3033,#N/A,E1391_ROYAL_4,,,,,,,NV8608,E1391_ROYAL
230,E1657,MILANO FORMALS,BLACK,4,4,1,3033,Elegant Evening,E1657_BLACK_4,,,,,,,NV8342,E1657_BLACK
230,E2574,MILANO FORMALS,BLACK,4,4,1,3033,Bridesmaid,E2574_BLACK_4,,,,,,,NV7425,E2574_BLACK
230,E2257,MILANO FORMALS,WINE,12,12,1,3033,Embellished,E2257_WINE_12,,,,,,,NV7742,E2257_WINE
230,E2599,MILANO FORMALS,RED,14,14,1,3033,#N/A,E2599_RED_14,,,,,,,NV7400,E2599_RED
230,E1890,MILANO FORMALS,BLACK,16,16,1,3033,Embellished,E1890_BLACK_16,,,,,,,NV8109,E1890_BLACK
230,E2781,MILANO FORMALS,RED,16,16,1,3033,#N/A,E2781_RED_16,,,,,,,NV7218,E2781_RED
230,E2049,MILANO FORMALS,PLATINUM,18,18,1,3033,Embellished,E2049_PLATINUM_18,,,,,,,NV7950,E2049_PLATINUM
230,E1285,MILANO FORMALS,LILAC,20,20,1,3033,Bridesmaid,E1285_LILAC_20,,,,,,,NV8714,E1285_LILAC
230,E1438,MILANO FORMALS,BLACK,20,20,3,3033,Embellished,E1438_BLACK_20,,,,,,,NV8561,E1438_BLACK
230,E1438,MILANO FORMALS,BLACK,24,24,4,3033,Embellished,E1438_BLACK_24,,,,,,,NV8561,E1438_BLACK
231,E2449,MILANO FORMALS,GREEN,0,0,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_0,,,,,,,NV7550,E2449_GREEN
231,E2449,MILANO FORMALS,GREEN,2,2,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_2,,,,,,,NV7550,E2449_GREEN
231,E2449,MILANO FORMALS,GREEN,8,8,1,3033,Ball Gown/Quinceanera ,E2449_GREEN_8,,,,,,,NV7550,E2449_GREEN
231,E2549,MILANO FORMALS,BLACK/GREEN,2,2,2,3033,Short,E2549_BLACK/GREEN_2,,,,,,,NV7450,E2549_BLACK/GREEN
231,E1436,MILANO FORMALS,VICTORIA,4,4,3,3033,#N/A,E1436_VICTORIA_4,,,,,,,NV8563,E1436_VICTORIA
231,E2549,MILANO FORMALS,BLACK/GREEN,6,6,3,3033,Short,E2549_BLACK/GREEN_6,,,,,,,NV7450,E2549_BLACK/GREEN
231,E2549,MILANO FORMALS,BLACK/GREEN,4,4,5,3033,Short,E2549_BLACK/GREEN_4,,,,,,,NV7450,E2549_BLACK/GREEN
232,E2449,MILANO FORMALS,IVORY,12,12,1,3033,Ball Gown/Quinceanera ,E2449_IVORY_12,,,,,,,NV7550,E2449_IVORY
232,E2544,MILANO FORMALS,RED,8,8,2,3033,Embellished,E2544_RED_8,,,,,,,NV7455,E2544_RED
232,E2547,MILANO FORMALS,ROYAL BLUE,8,8,4,3033,Embellished,E2547_ROYAL BLUE_8,,,,,,,NV7452,E2547_ROYAL BLUE
232,E2754,MILANO FORMALS,NAVY,12,12,5,3033,Prom,E2754_NAVY_12,,,,,,,NV7245,E2754_NAVY
233,E2107,MILANO FORMALS,LAVENDER,0,0,1,3032,Gala/ pageant,E2107_LAVENDER_0,,,,,,,NV7892,E2107_LAVENDER
233,E2107,MILANO FORMALS,LAVENDER,2,2,1,3032,Gala/ pageant,E2107_LAVENDER_2,,,,,,,NV7892,E2107_LAVENDER
233,E2426,MILANO FORMALS,NAVY,4,4,1,3032,Gala/ pageant,E2426_NAVY_4,,,,,,,NV7573,E2426_NAVY
233,E2107,MILANO FORMALS,LAVENDER,16,16,1,3032,Gala/ pageant,E2107_LAVENDER_16,,,,,,,NV7892,E2107_LAVENDER
233,E2107,MILANO FORMALS,LAVENDER,10,10,2,3032,Gala/ pageant,E2107_LAVENDER_10,,,,,,,NV7892,E2107_LAVENDER
233,E2107,MILANO FORMALS,LAVENDER,12,12,2,3032,Gala/ pageant,E2107_LAVENDER_12,,,,,,,NV7892,E2107_LAVENDER
233,B8808,MILANO FORMALS,IVORY,S,8,3,3032,#N/A,B8808_IVORY_8,,,,,,,AT1191,B8808_IVORY
233,E2107,MILANO FORMALS,LAVENDER,4,4,4,3032,Gala/ pageant,E2107_LAVENDER_4,,,,,,,NV7892,E2107_LAVENDER
233,E2107,MILANO FORMALS,LAVENDER,8,8,4,3032,Gala/ pageant,E2107_LAVENDER_8,,,,,,,NV7892,E2107_LAVENDER
234,E2114,MILANO FORMALS,ROYAL,4,4,1,3032,Ball Gown/Quinceanera ,E2114_ROYAL_4,,,,,,,NV7885,E2114_ROYAL
234,E2114,MILANO FORMALS,ROYAL,18,18,1,3032,Ball Gown/Quinceanera ,E2114_ROYAL_18,,,,,,,NV7885,E2114_ROYAL
234,E2114,MILANO FORMALS,ROYAL,2,2,3,3032,Ball Gown/Quinceanera ,E2114_ROYAL_2,,,,,,,NV7885,E2114_ROYAL
234,E2114,MILANO FORMALS,ROYAL,0,0,4,3032,Ball Gown/Quinceanera ,E2114_ROYAL_0,,,,,,,NV7885,E2114_ROYAL
234,E1412,MILANO FORMALS,ROYAL,2,2,5,3032,#N/A,E1412_ROYAL_2,,,,,,,NV8587,E1412_ROYAL
235,E1918,MILANO FORMALS,GREEN,0,0,1,3032,#N/A,E1918_GREEN_0,,,,,,,NV8081,E1918_GREEN
235,E1967,MILANO FORMALS,TEAL,0,0,1,3032,Ball Gown/Quinceanera ,E1967_TEAL_0,,,,,,,NV8032,E1967_TEAL
235,E1981,MILANO FORMALS,ROYAL,0,0,1,3032,2 Piece,E1981_ROYAL_0,,,,,,,NV8018,E1981_ROYAL
235,E2171,MILANO FORMALS,SKY BLUE,0,0,1,3032,Ball Gown/Quinceanera ,E2171_SKY BLUE_0,,,,,,,NV7828,E2171_SKY BLUE
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,0,0,1,3032,Embellished,E2067_BLACK/BURGUNDY_0,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,4,4,1,3032,Embellished,E2067_BLACK/BURGUNDY_4,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,10,10,1,3032,Embellished,E2067_BLACK/BURGUNDY_10,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,2,2,2,3032,Embellished,E2067_BLACK/BURGUNDY_2,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,8,8,2,3032,Embellished,E2067_BLACK/BURGUNDY_8,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2061,MILANO FORMALS,BLACK,18,18,2,3032,2 Piece,E2061_BLACK_18,,,,,,,NV7938,E2061_BLACK
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,6,6,3,3032,Embellished,E2067_BLACK/BURGUNDY_6,,,,,,,NV7932,E2067_BLACK/BURGUNDY
236,E2061,MILANO FORMALS,BLACK,10,10,3,3032,2 Piece,E2061_BLACK_10,,,,,,,NV7938,E2061_BLACK
237,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918,E2081_NAVY
237,E2084,MILANO FORMALS,BLACK,2,2,1,3032,Short,E2084_BLACK_2,,,,,,,NV7915,E2084_BLACK
237,E2574,MILANO FORMALS,BLACK,2,2,1,3032,Bridesmaid,E2574_BLACK_2,,,,,,,NV7425,E2574_BLACK
237,E2448,MILANO FORMALS,APRICOT,4,4,1,3032,Embellished,E2448_APRICOT_4,,,,,,,NV7551,E2448_APRICOT
237,E2574,MILANO FORMALS,BLACK,4,4,1,3032,Bridesmaid,E2574_BLACK_4,,,,,,,NV7425,E2574_BLACK
237,E2035,MILANO FORMALS,BLACK/GUNMETAL,10,10,1,3032,2 Piece,E2035_BLACK/GUNMETAL_10,,,,,,,NV7964,E2035_BLACK/GUNMETAL
237,E2366,MILANO FORMALS,BLACK/GOLD,10,10,1,3032,#N/A,E2366_BLACK/GOLD_10,,,,,,,NV7633,E2366_BLACK/GOLD
237,E2430,MILANO FORMALS,WHITE/BLUE,10,10,1,3032,Embellished,E2430_WHITE/BLUE_10,,,,,,,NV7576,E2430_WHITE/BLUE
237,E2708,MILANO FORMALS,BLACK,10,10,1,3032,Ball Gown/Quinceanera ,E2708_BLACK_10,,,,,,,NV7291,E2708_BLACK
237,E2781,MILANO FORMALS,RED,8,8,2,3032,#N/A,E2781_RED_8,,,,,,,NV7218,E2781_RED
238,E2084,MILANO FORMALS,BLACK,0,0,1,3032,Short,E2084_BLACK_0,,,,,,,NV7915,E2084_BLACK
238,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918,E2081_NAVY
238,E1391,MILANO FORMALS,ROYAL,4,4,1,3032,#N/A,E1391_ROYAL_4,,,,,,,NV8608,E1391_ROYAL
238,E1422,MILANO FORMALS,PURPLE,12,12,1,3032,Bridesmaid,E1422_PURPLE_12,,,,,,,NV8577,E1422_PURPLE
238,E2225,MILANO FORMALS,BLACK/GREEN,12,12,1,3032,#N/A,E2225_BLACK/GREEN_12,,,,,,,NV7774,E2225_BLACK/GREEN
238,E2436,MILANO FORMALS,BLACK/PRINT,12,12,1,3032,#N/A,E2436_BLACK/PRINT_12,,,,,,,NV7563,E2436_BLACK/PRINT
238,E2578,MILANO FORMALS,BLACK,18,18,1,3032,#N/A,E2578_BLACK_18,,,,,,,NV7421,E2578_BLACK
238,E2227,MILANO FORMALS,FUCHSIA,6,6,2,3032,Short,E2227_FUCHSIA_6,,,,,,,NV7772,E2227_FUCHSIA
238,E2292,MILANO FORMALS,RED,16,16,2,3032,#N/A,E2292_RED_16,,,,,,,NV7707,E2292_RED
238,E2778,MILANO FORMALS,BLUE,0,0,1,3032,#N/A,E2778_BLUE_0,,,,,,,NV7221,E2778_BLUE
239,E2241,MILANO FORMALS,BLACK,4,4,1,3032,Elegant Evening,E2241_BLACK_4,,,,,,,NV7758,E2241_BLACK
239,E1422,MILANO FORMALS,PURPLE,12,12,2,3032,Bridesmaid,E1422_PURPLE_12,,,,,,,NV8577,E1422_PURPLE
239,E1422,MILANO FORMALS,PURPLE,8,8,3,3032,Bridesmaid,E1422_PURPLE_8,,,,,,,NV8577,E1422_PURPLE
239,E2142,MILANO FORMALS,PURPLE,4,4,13,3032,#N/A,E2142_PURPLE_4,,,,,,,NV7857,E2142_PURPLE
240,E1918,MILANO FORMALS,GREEN,8,8,1,3032,#N/A,E1918_GREEN_8,,,,,,,NV8081,E1918_GREEN
240,AA9308,ANDY ANAND COUTURE,WHITE,14,14,1,3032,#N/A,AA9308_WHITE_14,,,,,,,BNV0691,AA9308_WHITE
240,E2106,MILANO FORMALS,SKY BLUE,6,6,8,3032,#N/A,E2106_SKY BLUE_6,,,,,,,NV7893,E2106_SKY BLUE
240,AA9308,ANDY ANAND COUTURE,WHITE,16,16,16,3032,#N/A,AA9308_WHITE_16,,,,,,,BNV0691,AA9308_WHITE
241,E1032,MILANO FORMALS,PISTACHIO,2,2,1,3032,#N/A,E1032_PISTACHIO_2,,,,,,,NV8967,E1032_PISTACHIO
241,E1531,MILANO FORMALS,CORAL,4,4,1,3032,Bridesmaid,E1531_CORAL_4,,,,,,,NV8468,E1531_CORAL
241,AA9332,ANDY ANAND COUTURE,OFF WHITE,6,6,1,3032,#N/A,AA9332_OFF WHITE_6,,,,,,,BNV0667,AA9332_OFF WHITE
241,E1799,MILANO FORMALS,TEAL,10,10,1,3032,Prom,E1799_TEAL_10,,,,,,,NV8200,E1799_TEAL
241,F1116,MILANO FORMALS,FUCHSIA,38,38,1,3032,#N/A,F1116_FUCHSIA_38,,,,,,,B8883,F1116_FUCHSIA
241,AA9304,ANDY ANAND COUTURE,WHITE,6,6,2,3032,#N/A,AA9304_WHITE_6,,,,,,,BNV0695,AA9304_WHITE
242,E2107,MILANO FORMALS,LAVENDER,0,0,1,3032,Gala/ pageant,E2107_LAVENDER_0,,,,,,,NV7892,E2107_LAVENDER
242,E2543,MILANO FORMALS,BLACK,0,0,1,3032,Embellished,E2543_BLACK_0,,,,,,,NV7456,E2543_BLACK
242,E1581,MILANO FORMALS,RED,2,2,1,3032,Embellished,E1581_RED_2,,,,,,,NV8418,E1581_RED
242,E1795,MILANO FORMALS,BISCOTTI,2,2,1,3032,#N/A,E1795_BISCOTTI_2,,,,,,,NV8204,E1795_BISCOTTI
242,E2514,MILANO FORMALS,EMERALD,2,2,1,3032,Embellished,E2514_EMERALD_2,,,,,,,NV7485,E2514_EMERALD
242,AA219,ANDY ANAND COUTURE,WHITE,6,6,1,3032,#N/A,AA219_WHITE_6,,,,,,,BNV780,AA219_WHITE
242,E2514,MILANO FORMALS,IVORY,16,16,1,3032,Embellished,E2514_IVORY_16,,,,,,,NV7558,E2514_IVORY
242,E2086,MILANO FORMALS,BROWN,26,26,1,3032,Elegant Evening,E2086_BROWN_26,,,,,,,NV7913,E2086_BROWN
242,E2514,MILANO FORMALS,CLARET,30,30,1,3032,Embellished,E2514_CLARET_30,,,,,,,NV7485,E2514_CLARET
242,E1510,MILANO FORMALS,WHITE,2,2,2,3032,Embellished,E1510_WHITE_2,,,,,,,NV8489,E1510_WHITE
242,E2227,MILANO FORMALS,FUCHSIA,2,2,2,3032,Short,E2227_FUCHSIA_2,,,,,,,NV7772,E2227_FUCHSIA
242,E1264,MILANO FORMALS,BLACK,0,0,4,3032,Bridesmaid,E1264_BLACK_0,,,,,,,NV8735,E1264_BLACK
243,E1264,MILANO FORMALS,CLARET,2,2,1,3032,Bridesmaid,E1264_CLARET_2,,,,,,,NV8735,E1264_CLARET
243,E1264,MILANO FORMALS,CLARET,2,2,1,3032,Bridesmaid,E1264_CLARET_2,,,,,,,NV8735,E1264_CLARET
243,E1582,MILANO FORMALS,PURPLE,2,2,1,3032,Bridesmaid,E1582_PURPLE_2,,,,,,,NV8413,E1582_PURPLE
243,E2253,MILANO FORMALS,RED,2,2,1,3032,#N/A,E2253_RED_2,,,,,,,NV7746,E2253_RED
243,E2550,MILANO FORMALS,RED,2,2,1,3032,Embellished,E2550_RED_2,,,,,,,NV7449,E2550_RED
243,BD2007/09,MILANO FORMALS,,8,8,1,3032,#N/A,BD2007/09_8,,,,,,,ATD7992/90,BD2007/09_
243,B8865,MILANO FORMALS,CLARET,16,16,1,3032,Elegant Evening,B8865_CLARET_16,,,,,,,AT1134,B8865_CLARET
243,BD2007/09,MILANO FORMALS,,16,16,1,3032,#N/A,BD2007/09_16,,,,,,,ATD7992/90,BD2007/09_
243,E2252,MILANO FORMALS,PURPLE,18,18,1,3032,Short,E2252_PURPLE_18,,,,,,,NV7747,E2252_PURPLE
243,E1391,MILANO FORMALS,PURPLE,20,20,1,3032,#N/A,E1391_PURPLE_20,,,,,,,NV8608,E1391_PURPLE
243,E1391,MILANO FORMALS,PURPLE,26,26,1,3032,#N/A,E1391_PURPLE_26,,,,,,,NV8608,E1391_PURPLE
243,E2513,MILANO FORMALS,RED,0,0,2,3032,2 Piece,E2513_RED_0,,,,,,,NV7486,E2513_RED
243,E2544,MILANO FORMALS,RED,2,2,2,3032,Embellished,E2544_RED_2,,,,,,,NV7455,E2544_RED
243,E1968,MILANO FORMALS,BLACK,18,18,2,3032,#N/A,E1968_BLACK_18,,,,,,,NV8031,E1968_BLACK
244,E2080,MILANO FORMALS,BLACK,4,4,1,3032,Elegant Evening,E2080_BLACK_4,,,,,,,NV7919,E2080_BLACK
244,E1356,MILANO FORMALS,TRUFFLE,12,12,1,3032,Bridesmaid,E1356_TRUFFLE_12,,,,,,,NV8643,E1356_TRUFFLE
244,E1391,MILANO FORMALS,CLARET,28,28,1,3032,#N/A,E1391_CLARET_28,,,,,,,NV8608,E1391_CLARET
244,E1796,MILANO FORMALS,BISCOTTI,8,8,2,3032,#N/A,E1796_BISCOTTI_8,,,,,,,NV8203,E1796_BISCOTTI
244,E1356,MILANO FORMALS,TRUFFLE,4,4,6,3032,Bridesmaid,E1356_TRUFFLE_4,,,,,,,NV8643,E1356_TRUFFLE
244,E1391,MILANO FORMALS,PURPLE,4,4,7,3032,#N/A,E1391_PURPLE_4,,,,,,,NV8608,E1391_PURPLE
245,E2259,MILANO FORMALS,WINE,12,12,1,3032,2 Piece,E2259_WINE_12,,,,,,,NV7740,E2259_WINE
245,E1396,MILANO FORMALS,PURPLE,4,4,2,3032,Embellished,E1396_PURPLE_4,,,,,,,NV8630,E1396_PURPLE
245,E2269,MILANO FORMALS,NUDE,16,16,2,3032,Short,E2269_NUDE_16,,,,,,,NV7730,E2269_NUDE
245,E2259,MILANO FORMALS,WINE,14,14,3,3032,2 Piece,E2259_WINE_14,,,,,,,NV7740,E2259_WINE
245,E2269,MILANO FORMALS,NUDE,14,14,3,3032,Short,E2269_NUDE_14,,,,,,,NV7730,E2269_NUDE
245,E1422,MILANO FORMALS,PURPLE,4,4,4,3032,Bridesmaid,E1422_PURPLE_4,,,,,,,NV8577,E1422_PURPLE
245,E2269,MILANO FORMALS,NUDE,12,12,4,3032,Short,E2269_NUDE_12,,,,,,,NV7730,E2269_NUDE
246,E2281,MILANO FORMALS,PURPLE,20,20,1,3032,2 Piece,E2281_PURPLE_20,,,,,,,NV7718,E2281_PURPLE
246,E2281,MILANO FORMALS,PURPLE,10,10,2,3032,2 Piece,E2281_PURPLE_10,,,,,,,NV7718,E2281_PURPLE
246,E2281,MILANO FORMALS,PURPLE,16,16,3,3032,2 Piece,E2281_PURPLE_16,,,,,,,NV7718,E2281_PURPLE
246,E2281,MILANO FORMALS,PURPLE,12,12,5,3032,2 Piece,E2281_PURPLE_12,,,,,,,NV7718,E2281_PURPLE
246,E2281,MILANO FORMALS,PURPLE,14,14,6,3032,2 Piece,E2281_PURPLE_14,,,,,,,NV7718,E2281_PURPLE
247,E2589,MILANO FORMALS,BLACK,0,0,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_0,,,,,,,NV7410,E2589_BLACK
247,E2589,MILANO FORMALS,BLACK,3,3,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_3,,,,,,,NV7410,E2589_BLACK
247,E2589,MILANO FORMALS,BLACK,4,4,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_4,,,,,,,NV7410,E2589_BLACK
247,E2329,MILANO FORMALS,BLACK,6,6,2,3032,#N/A,E2329_BLACK_6,,,,,,,NV7670,E2329_BLACK
248,E2036,MILANO FORMALS,EMERALD,0,0,1,3032,Embellished,E2036_EMERALD_0,,,,,,,NV7963,E2036_EMERALD
248,E2034,MILANO FORMALS,BERRY,8,8,1,3032,2 Piece,E2034_BERRY_8,,,,,,,NV7965,E2034_BERRY
248,E2227,MILANO FORMALS,FUCHSIA,8,8,1,3032,Short,E2227_FUCHSIA_8,,,,,,,NV7772,E2227_FUCHSIA
248,E2227,MILANO FORMALS,FUCHSIA,10,10,1,3032,Short,E2227_FUCHSIA_10,,,,,,,NV7772,E2227_FUCHSIA
248,E1546,MILANO FORMALS,CORAL,12,12,1,3032,Short,E1546_CORAL_12,,,,,,,NV8453,E1546_CORAL
248,E2227,MILANO FORMALS,FUCHSIA,14,14,1,3032,Short,E2227_FUCHSIA_14,,,,,,,NV7772,E2227_FUCHSIA
248,E2227,MILANO FORMALS,FUCHSIA,18,18,1,3032,Short,E2227_FUCHSIA_18,,,,,,,NV7772,E2227_FUCHSIA
248,E2227,MILANO FORMALS,FUCHSIA,6,6,2,3032,Short,E2227_FUCHSIA_6,,,,,,,NV7772,E2227_FUCHSIA
248,E1546,MILANO FORMALS,CORAL,14,14,2,3032,Short,E1546_CORAL_14,,,,,,,NV8453,E1546_CORAL
248,E2035,MILANO FORMALS,JET,16,16,3,3032,2 Piece,E2035_JET_16,,,,,,,NV7964,E2035_JET
249,E2081,MILANO FORMALS,NAVY,2,2,1,3032,Short,E2081_NAVY_2,,,,,,,NV7918,E2081_NAVY
249,E2547,MILANO FORMALS,BLACK,2,2,1,3032,Embellished,E2547_BLACK_2,,,,,,,NV7452,E2547_BLACK
249,E2781,MILANO FORMALS,RED,8,8,1,3032,#N/A,E2781_RED_8,,,,,,,NV7218,E2781_RED
249,E2034,MILANO FORMALS,BERRY,18,18,1,3032,2 Piece,E2034_BERRY_18,,,,,,,NV7965,E2034_BERRY
249,E2081,MILANO FORMALS,NAVY,4,4,2,3032,Short,E2081_NAVY_4,,,,,,,NV7918,E2081_NAVY
249,E2081,MILANO FORMALS,NAVY,6,6,2,3032,Short,E2081_NAVY_6,,,,,,,NV7918,E2081_NAVY
249,E2781,MILANO FORMALS,RED,12,12,2,3032,#N/A,E2781_RED_12,,,,,,,NV7218,E2781_RED
249,E2041,MILANO FORMALS,IVORY,18,18,3,3032,Short,E2041_IVORY_18,,,,,,,NV7958,E2041_IVORY
250,E2346,MILANO FORMALS,GOLD,0,0,1,3032,#N/A,E2346_GOLD_0,,,,,,,NV7653,E2346_GOLD
250,E2430,MILANO FORMALS,WHITE,8,8,1,3032,Embellished,E2430_WHITE_8,,,,,,,NV7569,E2430_WHITE
250,E2449,MILANO FORMALS,IVORY,10,10,1,3032,Ball Gown/Quinceanera ,E2449_IVORY_10,,,,,,,NV7550,E2449_IVORY
250,E2708,MILANO FORMALS,BLACK/PRINT,10,10,1,3032,Ball Gown/Quinceanera ,E2708_BLACK/PRINT_10,,,,,,,NV7291,E2708_BLACK/PRINT
251,B8998,MILANO FORMALS,CORAL,4,4,1,3032,Elegant Evening,B8998_CORAL_4,,,,,,,AT1001,B8998_CORAL
251,E1986,MILANO FORMALS,POOL,4,4,1,3032,Short,E1986_POOL_4,,,,,,,NV8013,E1986_POOL
251,E2253,MILANO FORMALS,RED,4,4,1,3032,#N/A,E2253_RED_4,,,,,,,NV7746,E2253_RED
251,E2514,MILANO FORMALS,EMERALD,4,4,1,3032,Embellished,E2514_EMERALD_4,,,,,,,NV7485,E2514_EMERALD
251,E2526,MILANO FORMALS,GREEN,4,4,1,3032,Embellished,E2526_GREEN_4,,,,,,,NV7473,E2526_GREEN
251,E2549,MILANO FORMALS,BLACK/GREEN,4,4,1,3032,Short,E2549_BLACK/GREEN_4,,,,,,,NV7450,E2549_BLACK/GREEN
251,E1538,MILANO FORMALS,SAGE,8,8,1,3032,#N/A,E1538_SAGE_8,,,,,,,NV8461,E1538_SAGE
251,AA219,ANDY ANAND COUTURE,WHITE,9,9,1,3032,#N/A,AA219_WHITE_9,,,,,,,BNV780,AA219_WHITE
251,E2513,MILANO FORMALS,RED,14,14,1,3032,2 Piece,E2513_RED_14,,,,,,,NV7486,E2513_RED
251,E2550,MILANO FORMALS,RED,4,4,2,3032,Embellished,E2550_RED_4,,,,,,,NV7449,E2550_RED
251,E2049,MILANO FORMALS,PLATINUM,18,18,2,3032,Embellished,E2049_PLATINUM_18,,,,,,,NV7950,E2049_PLATINUM
252,E2395,MILANO FORMALS,RED,4,4,1,3032,Ball Gown/Quinceanera ,E2395_RED_4,,,,,,,NV7604,E2395_RED
252,E1809,MILANO FORMALS,ORANGE,6,6,1,3032,#N/A,E1809_ORANGE_6,,,,,,,NV8190,E1809_ORANGE
252,E1918,MILANO FORMALS,GREEN,6,6,1,3032,#N/A,E1918_GREEN_6,,,,,,,NV8081,E1918_GREEN
252,E1022,MILANO FORMALS,SUNSHINE,M,10,1,3032,Embellished,E1022_SUNSHINE_10,,,,,,,NV8977,E1022_SUNSHINE
252,E1022,MILANO FORMALS,PURPLE,M,10,1,3032,Embellished,E1022_PURPLE_10,,,,,,,NV8977,E1022_PURPLE
252,E2324,MILANO FORMALS,PINK,4,4,2,3032,Embellished,E2324_PINK_4,,,,,1,,NV7675,E2324_PINK
253,E2087,MILANO FORMALS,DIRTY ROSE,4,4,1,3032,Bridesmaid,E2087_DIRTY ROSE_4,,,,,1,,NV7912,E2087_DIRTY ROSE
253,E1822,MILANO FORMALS,IVORY,20,20,1,3032,#N/A,E1822_IVORY_20,,,,,,,NV8177,E1822_IVORY
253,E2070,MILANO FORMALS,APRICOT,0,0,3,3032,Prom,E2070_APRICOT_0,,,,,1,,NV7929,E2070_APRICOT
253,E2087,MILANO FORMALS,DIRTY ROSE,0,0,3,3032,Bridesmaid,E2087_DIRTY ROSE_0,,,,,,,NV7912,E2087_DIRTY ROSE
253,E2087,MILANO FORMALS,ROSE/QUARTZ,2,2,5,3032,Bridesmaid,E2087_ROSE/QUARTZ_2,,,,,,,NV7912,E2087_ROSE/QUARTZ
254,E2589,MILANO FORMALS,BLACK,6,6,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_6,,,,,,,NV7410,E2589_BLACK
254,E2589,MILANO FORMALS,BLACK,8,8,1,3032,Ball Gown/Quinceanera ,E2589_BLACK_8,,,,,,,NV7410,E2589_BLACK
254,E2770,MILANO FORMALS,RED,8,8,1,3032,Gala/ pageant,E2770_RED_8,,,,,1,,NV7229,E2770_RED
254,E2158,MILANO FORMALS,IVORY,0,0,2,3032,Gala/ pageant,E2158_IVORY_0,,,,,,,NV7841,E2158_IVORY
254,E2770,MILANO FORMALS,RED,4,4,2,3032,Gala/ pageant,E2770_RED_4,,,,,,,NV7229,E2770_RED
255,E1822,MILANO FORMALS,PEACH,4,4,1,3032,#N/A,E1822_PEACH_4,,,,,1,,NV8177,E1822_PEACH
255,E1822,MILANO FORMALS,PEACH,6,6,1,3032,#N/A,E1822_PEACH_6,,,,,,,NV8177,E1822_PEACH
255,E1822,MILANO FORMALS,PEACH,24,24,2,3032,#N/A,E1822_PEACH_24,,,,,,,NV8177,E1822_PEACH
255,E2110,MILANO FORMALS,BLACK,0,0,3,3032,Elegant Evening,E2110_BLACK_0,,,,,,,NV7889,E2110_BLACK
255,E1822,MILANO FORMALS,PEACH,6,6,5,3032,#N/A,E1822_PEACH_6,,,,,,,NV8177,E1822_PEACH
255,E1822,MILANO FORMALS,PEACH,8,8,8,3032,#N/A,E1822_PEACH_8,,,,,,,NV8177,E1822_PEACH
256,E2107,MILANO FORMALS,LAVENDER,6,6,1,3032,Gala/ pageant,E2107_LAVENDER_6,,,,,,,NV7892,E2107_LAVENDER
256,E2107,MILANO FORMALS,LAVENDER,10,10,1,3032,Gala/ pageant,E2107_LAVENDER_10,,,,,,,NV7892,E2107_LAVENDER
256,E2107,MILANO FORMALS,LAVENDER,12,12,1,3032,Gala/ pageant,E2107_LAVENDER_12,,,,,,,NV7892,E2107_LAVENDER
256,E2107,MILANO FORMALS,LAVENDER,0,0,2,3032,Gala/ pageant,E2107_LAVENDER_0,,,,,,,NV7892,E2107_LAVENDER
