BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,SIZE_US,QUANTITY,BOX LOCATION,CATEGORIES,SKU,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,Florida_count,MAPPED,Style_colour
776,E1340,MILANO FORMALS,RED,4,4,2,3240,#N/A,E1340_RED_4,,,,,,,NV8659,E1340_RED
776,E1127,MILANO FORMALS,TRUFFLE,M,10,2,3240,#N/A,E1127_TRUFFLE_10,,,,,,,NV8872,E1127_TRUFFLE
776,E1127,MILANO FORMALS,TRUFFLE,L,12,3,3240,#N/A,E1127_TRUFFLE_12,,,,,,,NV8872,E1127_TRUFFLE
776,E1127,MILANO FORMALS,TRUFFLE,S,8,7,3240,#N/A,E1127_TRUFFLE_8,,,,,,,NV8872,E1127_TRUFFLE
777,E2428,MILANO FORMALS,NAVY,0,0,1,3240,Embellished,E2428_NAVY_0,,,,,,,NV7571,E2428_NAVY
777,E2053,MILANO FORMALS,TEAL,4,4,1,3240,Elegant Evening,E2053_TEAL_4,,,,,,,NV7946,E2053_TEAL
777,E1127,MILANO FORMALS,DARK PINK,2XL,18,1,3240,#N/A,E1127_DARK PINK_18,,,,,,,NV8872,E1127_DARK PINK
777,E1312,MILANO FORMALS,SANGRIA,S,8,2,3240,#N/A,E1312_SANGRIA_8,,,,,,,NV8687,E1312_SANGRIA
777,E2027,MILANO FORMALS,WINE,12,12,3,3240,2 Piece,E2027_WINE_12,,,,,,,NV7972,E2027_WINE
777,E1127,MILANO FORMALS,DARK PINK,L,12,4,3240,#N/A,E1127_DARK PINK_12,,,,,,,NV8872,E1127_DARK PINK
777,E1127,MILANO FORMALS,DARK PINK,3XL,22,4,3240,#N/A,E1127_DARK PINK_22,,,,,,,NV8872,E1127_DARK PINK
778,B9000,MILANO FORMALS,TRUFFLE,4XL,26,1,3240,#N/A,B9000_TRUFFLE_26,,,,,,,AT0999,B9000_TRUFFLE
778,B9000,MILANO FORMALS,TRUFFLE,5XL,30,3,3240,#N/A,B9000_TRUFFLE_30,,,,,,,AT0999,B9000_TRUFFLE
778,B9000,MILANO FORMALS,TRUFFLE,M,10,4,3240,#N/A,B9000_TRUFFLE_10,,,,,,,AT0999,B9000_TRUFFLE
778,B9000,MILANO FORMALS,TRUFFLE,6XL,34,5,3240,#N/A,B9000_TRUFFLE_34,,,,,,,AT0999,B9000_TRUFFLE
778,F1116,MILANO FORMALS,PINK,7XL,38,6,3240,#N/A,F1116_PINK_38,,,,,,,B8883,F1116_PINK
778,B9000,MILANO FORMALS,TRUFFLE,S,8,9,3240,#N/A,B9000_TRUFFLE_8,,,,,,,AT0999,B9000_TRUFFLE
778,B9000,MILANO FORMALS,LILAC,S,8,9,3240,#N/A,B9000_LILAC_8,,,,,,,AT0999,B9000_LILAC
779,E1931,MILANO FORMALS,NAVY,0,0,1,3240,Elegant Evening,E1931_NAVY_0,,,,,,,NV8068,E1931_NAVY
779,E2081,MILANO FORMALS,NAVY,0,0,1,3240,Short,E2081_NAVY_0,,,,,,,NV7918,E2081_NAVY
779,E1931,MILANO FORMALS,NAVY,2,2,1,3240,Elegant Evening,E1931_NAVY_2,,,,,,,NV8068,E1931_NAVY
779,E1264,MILANO FORMALS,CLARET,4,4,1,3240,Bridesmaid,E1264_CLARET_4,,,,,,,NV8735,E1264_CLARET
779,E1285,MILANO FORMALS,CAFE,4,4,1,3240,Bridesmaid,E1285_CAFE_4,,,,,,,NV8714,E1285_CAFE
779,E1379,MILANO FORMALS,TEAL,4,4,1,3240,Bridesmaid,E1379_TEAL_4,,,,,,,NV8620,E1379_TEAL
779,E1573,MILANO FORMALS,BLACK,4,4,1,3240,Bridesmaid,E1573_BLACK_4,,,,,,,NV8426,E1573_BLACK
779,E2076,MILANO FORMALS,WINE,4,4,1,3240,Short,E2076_WINE_4,,,,,,,NV7923,E2076_WINE
779,E2076,MILANO FORMALS,MIDNIGHT,4,4,1,3240,Short,E2076_MIDNIGHT_4,,,,,,,NV7923,E2076_MIDNIGHT
779,E2088,MILANO FORMALS,DUSTY ROSE,4,4,1,3240,Short,E2088_DUSTY ROSE_4,,,,,,,NV7911,E2088_DUSTY ROSE
779,E2121,MILANO FORMALS,MIDNIGHT,4,4,1,3240,Gala/ pageant,E2121_MIDNIGHT_4,,,,,,,NV7878,E2121_MIDNIGHT
779,E2511,MILANO FORMALS,BLUE,4,4,1,3240,#N/A,E2511_BLUE_4,,,,,,,NV7488,E2511_BLUE
779,E2602,MILANO FORMALS,MINT,4,4,1,3240,#N/A,E2602_MINT_4,,,,,,,NV7397,E2602_MINT
779,E1931,MILANO FORMALS,NAVY,8,8,1,3240,Elegant Evening,E1931_NAVY_8,,,,,,,NV8068,E1931_NAVY
779,E2540,MILANO FORMALS,TEAL,10,10,1,3240,Embellished,E2540_TEAL_10,,,,,,,NV7459,E2540_TEAL
779,E1931,MILANO FORMALS,NAVY,14,14,1,3240,Elegant Evening,E1931_NAVY_14,,,,,,,NV8068,E1931_NAVY
779,E2540,MILANO FORMALS,TEAL,14,14,1,3240,Embellished,E2540_TEAL_14,,,,,,,NV7459,E2540_TEAL
780,AA9301,ANDY ANAND COUTURE,WHITE,14,14,1,3240,#N/A,AA9301_WHITE_14,,,,,,,BNV0698,AA9301_WHITE
780,AA9317,ANDY ANAND COUTURE,WHITE,14,14,1,3240,#N/A,AA9317_WHITE_14,,,,,,,BNV0682,AA9317_WHITE
780,AA9320,ANDY ANAND COUTURE,WHITE,14,14,1,3240,#N/A,AA9320_WHITE_14,,,,,,,BNV0679,AA9320_WHITE
781,E1295,MILANO FORMALS,TEAL,4,4,1,3240,Bridesmaid,E1295_TEAL_4,,,,,,,NV8704,E1295_TEAL
781,AA9309,ANDY ANAND COUTURE,IVORY,14,14,1,3240,#N/A,AA9309_IVORY_14,,,,,,,BNV0690,AA9309_IVORY
781,AA9316,ANDY ANAND COUTURE,IVORY,14,14,1,3240,#N/A,AA9316_IVORY_14,,,,,,,BNV0683,AA9316_IVORY
781,E1295,MILANO FORMALS,TRUFFLE,4,4,2,3240,Bridesmaid,E1295_TRUFFLE_4,,,,,,,NV8704,E1295_TRUFFLE
781,E1696,MILANO FORMALS,ROYAL,4,4,3,3240,Bridesmaid,E1696_ROYAL_4,,,,,,,NV8303,E1696_ROYAL
782,AA9254,ANDY ANAND COUTURE,IVORY,8,8,1,3240,#N/A,AA9254_IVORY_8,,,,,,,BNV0745,AA9254_IVORY
782,AA9257,ANDY ANAND COUTURE,IVORY,8,8,1,3240,#N/A,AA9257_IVORY_8,,,,,,,BNV0742,AA9257_IVORY
782,AA9346,ANDY ANAND COUTURE,IVORY,10,10,1,3240,#N/A,AA9346_IVORY_10,,,,,,,BNV0653,AA9346_IVORY
782,E1729,MILANO FORMALS,FUCHSIA,4,4,2,3240,Bridesmaid,E1729_FUCHSIA_4,,,,,,,NV8270,E1729_FUCHSIA
783,E1676,MILANO FORMALS,BLUE/PINK,4,4,1,3240,#N/A,E1676_BLUE/PINK_4,,,,,,,NV8323,E1676_BLUE/PINK
783,E1676,MILANO FORMALS,BLUE/PINK,8,8,1,3240,#N/A,E1676_BLUE/PINK_8,,,,,,,NV8323,E1676_BLUE/PINK
783,E2498,MILANO FORMALS,BLUSH,12,12,1,3240,Ball Gown/Quinceanera ,E2498_BLUSH_12,,,,,,,NV7501,E2498_BLUSH
783,E1295,MILANO FORMALS,TEAL,20,20,2,3240,Bridesmaid,E1295_TEAL_20,,,,,,,NV8704,E1295_TEAL
784,E2498,MILANO FORMALS,TEAL,8,8,1,3240,Ball Gown/Quinceanera ,E2498_TEAL_8,,,,,,,NV7501,E2498_TEAL
784,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3240,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503,E2496_SKY BLUE
784,B8486,MILANO FORMALS,BLACK/FUCHSIA,XL,14,2,3240,#N/A,B8486_BLACK/FUCHSIA_14,,,,,,,AT1513,B8486_BLACK/FUCHSIA
784,B8486,MILANO FORMALS,BLACK/FUCHSIA,S,8,2,3240,#N/A,B8486_BLACK/FUCHSIA_8,,,,,,,AT1513,B8486_BLACK/FUCHSIA
784,B8486,MILANO FORMALS,BLACK/LILAC,2XL,18,3,3240,#N/A,B8486_BLACK/LILAC_18,,,,,,,AT1513,B8486_BLACK/LILAC
785,E1939,MILANO FORMALS,TEAL,2,2,1,3240,#N/A,E1939_TEAL_2,,,,,,,NV8060,E1939_TEAL
785,E1013,MILANO FORMALS,FUCHSIA,4,4,1,3240,Elegant Evening,E1013_FUCHSIA_4,,,,,,,NV8986,E1013_FUCHSIA
785,E1696,MILANO FORMALS,BLUE/PINK,8,8,1,3240,Bridesmaid,E1696_BLUE/PINK_8,,,,,,,NV8303,E1696_BLUE/PINK
785,E1696,MILANO FORMALS,BLUE/PINK,12,12,1,3240,Bridesmaid,E1696_BLUE/PINK_12,,,,,,,NV8303,E1696_BLUE/PINK
785,E2496,MILANO FORMALS,SKY BLUE,12,12,1,3240,#N/A,E2496_SKY BLUE_12,,,,,,,NV7503,E2496_SKY BLUE
785,E1013,MILANO FORMALS,FUCHSIA,M,10,2,3240,Elegant Evening,E1013_FUCHSIA_10,,,,,,,NV8986,E1013_FUCHSIA
786,E1954,MILANO FORMALS,PLUM,0,0,1,3240,#N/A,E1954_PLUM_0,,,,,,,NV8045,E1954_PLUM
786,E1954,MILANO FORMALS,PLUM,6,6,1,3240,#N/A,E1954_PLUM_6,,,,,,,NV8045,E1954_PLUM
786,E1168,MILANO FORMALS,TRUFFLE,8,8,1,3240,Bridesmaid,E1168_TRUFFLE_8,,,,,,,NV8831,E1168_TRUFFLE
786,E2331,MILANO FORMALS,RED,8,8,1,3240,Elegant Evening,E2331_RED_8,,,,,,,NV7668,E2331_RED
786,B8865,MILANO FORMALS,TRUFFLE,12,12,1,3240,Elegant Evening,B8865_TRUFFLE_12,,,,,,,AT1134,B8865_TRUFFLE
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,M,10,1,3240,#N/A,E1371_TRUFFLE/WHITE_10,,,,,,,NV8628,E1371_TRUFFLE/WHITE
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,2XL,18,1,3240,#N/A,E1371_TRUFFLE/WHITE_18,,,,,,,NV8628,E1371_TRUFFLE/WHITE
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,3XL,22,1,3240,#N/A,E1371_TRUFFLE/WHITE_22,,,,,,,NV8628,E1371_TRUFFLE/WHITE
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,S,8,1,3240,#N/A,E1371_TRUFFLE/WHITE_8,,,,,,,NV8628,E1371_TRUFFLE/WHITE
786,E1371,MILANO FORMALS,TRUFFLE/WHITE,L,12,2,3240,#N/A,E1371_TRUFFLE/WHITE_12,,,,,,,NV8628,E1371_TRUFFLE/WHITE
787,E1412,MILANO FORMALS,ROYAL,6,6,1,3240,#N/A,E1412_ROYAL_6,,,,,,,NV8587,E1412_ROYAL
787,E2107,MILANO FORMALS,LAVENDER,8,8,1,3240,Gala/ pageant,E2107_LAVENDER_8,,,,,,,NV7892,E2107_LAVENDER
787,E2053,MILANO FORMALS,PEACOCK,14,14,1,3240,Elegant Evening,E2053_PEACOCK_14,,,,,,,NV7946,E2053_PEACOCK
787,B8808,MILANO FORMALS,BLACK,30,30,1,3240,#N/A,B8808_BLACK_30,,,,,,,AT1191,B8808_BLACK
787,E2436,MILANO FORMALS,BROWN,2XL,18,1,3240,#N/A,E2436_BROWN_18,,,,,,,NV7563,E2436_BROWN
787,E1168,MILANO FORMALS,TEAL,6,6,2,3240,Bridesmaid,E1168_TEAL_6,,,,,,,NV8831,E1168_TEAL
787,E1270,MILANO FORMALS,FUCHSIA,6,6,2,3240,Bridesmaid,E1270_FUCHSIA_6,,,,,,,NV8729,E1270_FUCHSIA
787,E1696,MILANO FORMALS,ROYAL,6,6,2,3240,Bridesmaid,E1696_ROYAL_6,,,,,,,NV8303,E1696_ROYAL
787,E1260,MILANO FORMALS,TRUFFLE,6,6,3,3240,Elegant Evening,E1260_TRUFFLE_6,,,,,,,NV8739,E1260_TRUFFLE
788,E2243,MILANO FORMALS,BLACK/RED,8,8,1,3240,Short,E2243_BLACK/RED_8,,,,,,,NV7756,E2243_BLACK/RED
788,E2243,MILANO FORMALS,BLACK/RED,18,18,1,3240,Short,E2243_BLACK/RED_18,,,,,,,NV7756,E2243_BLACK/RED
788,E2243,MILANO FORMALS,BLACK/RED,12,12,2,3240,Short,E2243_BLACK/RED_12,,,,,,,NV7756,E2243_BLACK/RED
788,E1168,MILANO FORMALS,TRUFFLE,M,10,3,3240,Bridesmaid,E1168_TRUFFLE_10,,,,,,,NV8831,E1168_TRUFFLE
788,E2243,MILANO FORMALS,BLACK/RED,4,4,4,3240,Short,E2243_BLACK/RED_4,,,,,,,NV7756,E2243_BLACK/RED
788,E2243,MILANO FORMALS,BLACK/RED,16,16,5,3240,Short,E2243_BLACK/RED_16,,,,,,,NV7756,E2243_BLACK/RED
789,E1696,MILANO FORMALS,ROYAL,8,8,1,3240,Bridesmaid,E1696_ROYAL_8,,,,,,,NV8303,E1696_ROYAL
789,E1696,MILANO FORMALS,ROYAL,10,10,1,3240,Bridesmaid,E1696_ROYAL_10,,,,,,,NV8303,E1696_ROYAL
789,E2296,MILANO FORMALS,GREEN/PURPLE,10,10,1,3240,Ball Gown/Quinceanera ,E2296_GREEN/PURPLE_10,,,,,,,NV7703,E2296_GREEN/PURPLE
789,E1531,MILANO FORMALS,CORAL,24,24,1,3240,Bridesmaid,E1531_CORAL_24,,,,,,,NV8468,E1531_CORAL
789,E2210,MILANO FORMALS,SILVER,12,12,2,3240,Embellished,E2210_SILVER_12,,,,,,,NV7789,E2210_SILVER
789,E2210,MILANO FORMALS,SILVER,14,14,2,3240,Embellished,E2210_SILVER_14,,,,,,,NV7789,E2210_SILVER
789,E2210,MILANO FORMALS,SILVER,16,16,2,3240,Embellished,E2210_SILVER_16,,,,,,,NV7789,E2210_SILVER
789,E2210,MILANO FORMALS,SILVER,20,20,2,3240,Embellished,E2210_SILVER_20,,,,,,,NV7789,E2210_SILVER
789,E1696,MILANO FORMALS,ROYAL,6,6,4,3240,Bridesmaid,E1696_ROYAL_6,,,,,,,NV8303,E1696_ROYAL
790,F570,MILANO FORMALS,TRUFFLE,5XL,30,1,3240,#N/A,F570_TRUFFLE_30,,,,,,,B429,F570_TRUFFLE
790,E2075,MILANO FORMALS,MIDNIGHT,4,4,2,3240,2 Piece,E2075_MIDNIGHT_4,,,,,,,NV7924,E2075_MIDNIGHT
790,E1340,MILANO FORMALS,BLACK,6,6,2,3240,#N/A,E1340_BLACK_6,,,,,,,NV8659,E1340_BLACK
790,E2075,MILANO FORMALS,MIDNIGHT,0,0,3,3240,2 Piece,E2075_MIDNIGHT_0,,,,,,,NV7924,E2075_MIDNIGHT
790,E2075,MILANO FORMALS,MIDNIGHT,12,12,3,3240,2 Piece,E2075_MIDNIGHT_12,,,,,,,NV7924,E2075_MIDNIGHT
790,F570,MILANO FORMALS,TRUFFLE,6XL,34,5,3240,#N/A,F570_TRUFFLE_34,,,,,,,B429,F570_TRUFFLE
790,F570,MILANO FORMALS,TRUFFLE,7XL,38,13,3240,#N/A,F570_TRUFFLE_38,,,,,,,B429,F570_TRUFFLE
791,E2344,MILANO FORMALS,BLACK/NUDE,0,0,1,3240,Gala/ pageant,E2344_BLACK/NUDE_0,,,,,,,NV7655,E2344_BLACK/NUDE
791,E2107,MILANO FORMALS,NAVY,6,6,1,3240,Gala/ pageant,E2107_NAVY_6,,,,,,,NV7892,E2107_NAVY
791,E1340,MILANO FORMALS,BLACK,12,12,1,3240,#N/A,E1340_BLACK_12,,,,,,,NV8659,E1340_BLACK
791,E2107,MILANO FORMALS,NAVY,8,8,2,3240,Gala/ pageant,E2107_NAVY_8,,,,,,,NV7892,E2107_NAVY
791,E2344,MILANO FORMALS,BLACK/NUDE,8,8,2,3240,Gala/ pageant,E2344_BLACK/NUDE_8,,,,,,,NV7655,E2344_BLACK/NUDE
791,B8486,MILANO FORMALS,BLACK/LILAC,3XL,22,2,3240,#N/A,B8486_BLACK/LILAC_22,,,,,,,AT1513,B8486_BLACK/LILAC
791,B8486,MILANO FORMALS,BLACK/LILAC,S,8,3,3240,#N/A,B8486_BLACK/LILAC_8,,,,,,,AT1513,B8486_BLACK/LILAC
791,E2344,MILANO FORMALS,BLACK/NUDE,4,4,7,3240,Gala/ pageant,E2344_BLACK/NUDE_4,,,,,,,NV7655,E2344_BLACK/NUDE
792,E1885,MILANO FORMALS,NAVY,16,16,1,3240,#N/A,E1885_NAVY_16,,,,,,,NV8114,E1885_NAVY
792,E2136,MILANO FORMALS,NAVY,2,2,1,3240,Elegant Evening,E2136_NAVY_2,,,,,,,NV7863,E2136_NAVY
792,E2053,MILANO FORMALS,NAVY,4,4,1,3240,Elegant Evening,E2053_NAVY_4,,,,,,,NV7946,E2053_NAVY
792,E1168,MILANO FORMALS,LILAC,6,6,1,3240,Bridesmaid,E1168_LILAC_6,,,,,,,NV8831,E1168_LILAC
792,E1502,MILANO FORMALS,NAVY,6,6,1,3240,Bridesmaid,E1502_NAVY_6,,,,,,,NV8497,E1502_NAVY
792,E1838,MILANO FORMALS,BLACK,8,8,1,3240,Bridesmaid,E1838_BLACK_8,,,,,,,NV8161,E1838_BLACK
792,E1838,MILANO FORMALS,BLACK,16,16,1,3240,Bridesmaid,E1838_BLACK_16,,,,,,,NV8161,E1838_BLACK
792,E2593,MILANO FORMALS,NAVY,18,18,1,3240,Gala/ pageant,E2593_NAVY_18,,,,,,,NV7406,E2593_NAVY
792,E1265,MILANO FORMALS,BLUE,M,10,1,3240,Elegant Evening,E1265_BLUE_10,,,,,,,NV8734,E1265_BLUE
792,E1168,MILANO FORMALS,SAGE,6,6,2,3240,Bridesmaid,E1168_SAGE_6,,,,,,,NV8831,E1168_SAGE
792,E1260,MILANO FORMALS,SKY BLUE,6,6,2,3240,Elegant Evening,E1260_SKY BLUE_6,,,,,,,NV8739,E1260_SKY BLUE
792,E1531,MILANO FORMALS,POOL,6,6,2,3240,Bridesmaid,E1531_POOL_6,,,,,,,NV8468,E1531_POOL
792,AA222,ANDY ANAND COUTURE,WHITE,6,6,3,3240,#N/A,AA222_WHITE_6,,,,,,,BNV777,AA222_WHITE
793,E1778,MILANO FORMALS,NAVY,0,0,1,3240,Embellished,E1778_NAVY_0,,,,,,,NV8221,E1778_NAVY
793,E1778,MILANO FORMALS,NAVY,2,2,1,3240,Embellished,E1778_NAVY_2,,,,,,,NV8221,E1778_NAVY
793,E2494,MILANO FORMALS,SANGRIA,4,4,1,3240,#N/A,E2494_SANGRIA_4,,,,,,,NV7505,E2494_SANGRIA
793,E1838,MILANO FORMALS,BLACK,8,8,1,3240,Bridesmaid,E1838_BLACK_8,,,,,,,NV8161,E1838_BLACK
793,E2317,MILANO FORMALS,NAVY,10,10,1,3240,2 Piece,E2317_NAVY_10,,,,,,,NV7682,E2317_NAVY
793,E2701,MILANO FORMALS,ROSE,16,16,1,3240,Ball Gown/Quinceanera ,E2701_ROSE_16,,,,,,,NV7298,E2701_ROSE
793,E2403,MILANO FORMALS,BLACK,24,24,1,3240,Embellished,E2403_BLACK_24,,,,,,,NV7596,E2403_BLACK
793,AA9270,ANDY ANAND COUTURE,WHITE/NAVY,26,26,1,3240,#N/A,AA9270_WHITE/NAVY_26,,,,,,,BNV0729,AA9270_WHITE/NAVY
793,B8608,MILANO FORMALS,SKY BLUE,M,10,1,3240,Elegant Evening,B8608_SKY BLUE_10,,,,,,,AT1391,B8608_SKY BLUE
793,B8588,MILANO FORMALS,SKY BLUE,XL,14,1,3240,Short,B8588_SKY BLUE_14,,,,,,,AT1411,B8588_SKY BLUE
793,B8608,MILANO FORMALS,SKY BLUE,XL,14,1,3240,Elegant Evening,B8608_SKY BLUE_14,,,,,,,AT1391,B8608_SKY BLUE
793,B8608,MILANO FORMALS,SKY BLUE,3XL,22,1,3240,Elegant Evening,B8608_SKY BLUE_22,,,,,,,AT1391,B8608_SKY BLUE
793,AA9270,ANDY ANAND COUTURE,WHITE/NAVY,24,24,2,3240,#N/A,AA9270_WHITE/NAVY_24,,,,,,,BNV0729,AA9270_WHITE/NAVY
793,B8608,MILANO FORMALS,SKY BLUE,2XL,18,2,3240,Elegant Evening,B8608_SKY BLUE_18,,,,,,,AT1391,B8608_SKY BLUE
794,E1954,MILANO FORMALS,PLUM,0,0,1,3240,#N/A,E1954_PLUM_0,,,,,,,NV8045,E1954_PLUM
794,E1954,MILANO FORMALS,PLUM,2,2,1,3240,#N/A,E1954_PLUM_2,,,,,,,NV8045,E1954_PLUM
794,E1954,MILANO FORMALS,PLUM,4,4,1,3240,#N/A,E1954_PLUM_4,,,,,,,NV8045,E1954_PLUM
794,E1954,MILANO FORMALS,PLUM,6,6,1,3240,#N/A,E1954_PLUM_6,,,,,,,NV8045,E1954_PLUM
794,E1954,MILANO FORMALS,PLUM,8,8,1,3240,#N/A,E1954_PLUM_8,,,,,,,NV8045,E1954_PLUM
794,E1954,MILANO FORMALS,PLUM,16,16,1,3240,#N/A,E1954_PLUM_16,,,,,,,NV8045,E1954_PLUM
795,E2497,MILANO FORMALS,BLUSH,4,4,1,3240,#N/A,E2497_BLUSH_4,,,,,,,NV7502,E2497_BLUSH
795,E2501,MILANO FORMALS,BLUSH,8,8,1,3240,#N/A,E2501_BLUSH_8,,,,,,,NV7502,E2501_BLUSH
795,E1032,MILANO FORMALS,PISTACHIO,M,10,1,3240,#N/A,E1032_PISTACHIO_10,,,,,,,NV8967,E1032_PISTACHIO
795,B8998,MILANO FORMALS,WHITE,S,8,1,3240,Elegant Evening,B8998_WHITE_8,,,,,,,AT1001,B8998_WHITE
795,E1032,MILANO FORMALS,PISTACHIO,8,8,2,3240,#N/A,E1032_PISTACHIO_8,,,,,,,NV8967,E1032_PISTACHIO
795,B8998,MILANO FORMALS,WHITE,M,10,2,3240,Elegant Evening,B8998_WHITE_10,,,,,,,AT1001,B8998_WHITE
795,B8998,MILANO FORMALS,WHITE,L,12,2,3240,Elegant Evening,B8998_WHITE_12,,,,,,,AT1001,B8998_WHITE
796,E2493,MILANO FORMALS,AQUA,6,6,1,3240,Ball Gown/Quinceanera ,E2493_AQUA_6,,,,,,,NV7506,E2493_AQUA
796,E2493,MILANO FORMALS,AQUA,8,8,1,3240,Ball Gown/Quinceanera ,E2493_AQUA_8,,,,,,,NV7506,E2493_AQUA
796,E2500,MILANO FORMALS,BLUSH,16,16,1,3240,Ball Gown/Quinceanera ,E2500_BLUSH_16,,,,,,,NV7499,E2500_BLUSH
796,E1032,MILANO FORMALS,PISTACHIO,S,8,2,3240,#N/A,E1032_PISTACHIO_8,,,,,,1,NV8967,E1032_PISTACHIO
797,E1918,MILANO FORMALS,BOTTLE/GREEN,2,2,1,3240,#N/A,E1918_BOTTLE/GREEN_2,,,,,,,NV8081,E1918_BOTTLE/GREEN
797,B8998,MILANO FORMALS,WHITE,4,4,1,3240,Elegant Evening,B8998_WHITE_4,,,,,,,AT1001,B8998_WHITE
797,E2433,MILANO FORMALS,BLACK/PRINT,12,12,1,3240,Prom,E2433_BLACK/PRINT_12,,,,,,,NV7566,E2433_BLACK/PRINT
797,E2053,MILANO FORMALS,NAVY,18,18,1,3240,Elegant Evening,E2053_NAVY_18,,,,,,,NV7946,E2053_NAVY
797,E1024,MILANO FORMALS,PERSIMMON,2XL,18,1,3240,#N/A,E1024_PERSIMMON_18,,,,,,,NV8975,E1024_PERSIMMON
797,B8998,MILANO FORMALS,WHITE,S,8,1,3240,Elegant Evening,B8998_WHITE_8,,,,,,,AT1001,B8998_WHITE
797,E2433,MILANO FORMALS,BLACK/PRINT,2,2,3,3240,Prom,E2433_BLACK/PRINT_2,,,,,,,NV7566,E2433_BLACK/PRINT
797,E1024,MILANO FORMALS,PERSIMMON,3XL,22,3,3240,#N/A,E1024_PERSIMMON_22,,,,,,,NV8975,E1024_PERSIMMON
798,F570,MILANO FORMALS,TURQUOISE,4XL,26,2,3240,#N/A,F570_TURQUOISE_26,,,,,,,B429,F570_TURQUOISE
798,F570,MILANO FORMALS,TURQUOISE,6XL,34,2,3240,#N/A,F570_TURQUOISE_34,,,,,,,B429,F570_TURQUOISE
798,F570,MILANO FORMALS,TURQUOISE,7XL,38,2,3240,#N/A,F570_TURQUOISE_38,,,,,,,B429,F570_TURQUOISE
798,F570,MILANO FORMALS,TURQUOISE,8XL,40,5,3240,#N/A,F570_TURQUOISE_40,,,,,,,B429,F570_TURQUOISE
798,E1024,MILANO FORMALS,PERSIMMON,M,10,7,3240,#N/A,E1024_PERSIMMON_10,,,,,,,NV8975,E1024_PERSIMMON
798,E1024,MILANO FORMALS,PERSIMMON,S,8,12,3240,#N/A,E1024_PERSIMMON_8,,,,,,,NV8975,E1024_PERSIMMON
799,E2610,MILANO FORMALS,CHAMPAGNE,18,18,2,3240,#N/A,E2610_CHAMPAGNE_18,,,,,,,NV7389,E2610_CHAMPAGNE
799,E1013,MILANO FORMALS,LILAC,2XL,18,1,3240,Elegant Evening,E1013_LILAC_18,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,3XL,22,1,3240,Elegant Evening,E1013_LILAC_22,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,8,8,2,3240,Elegant Evening,E1013_LILAC_8,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,12,12,2,3240,Elegant Evening,E1013_LILAC_12,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,24,24,2,3240,Elegant Evening,E1013_LILAC_24,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,30,30,2,3240,Elegant Evening,E1013_LILAC_30,,,,,,,NV8986,E1013_LILAC
799,E1013,MILANO FORMALS,LILAC,S,8,2,3240,Elegant Evening,E1013_LILAC_8,,,,,,,NV8986,E1013_LILAC
800,E1918,MILANO FORMALS,GREEN,0,0,1,3240,#N/A,E1918_GREEN_0,,,,,,,NV8081,E1918_GREEN
800,E2016,MILANO FORMALS,RED,0,0,1,3240,Embellished,E2016_RED_0,,,,,,,NV7983,E2016_RED
800,B8998,MILANO FORMALS,CORAL,22,22,1,3240,Elegant Evening,B8998_CORAL_22,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,40,40,1,3240,Elegant Evening,B8998_CORAL_40,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,4,4,2,3240,Elegant Evening,B8998_CORAL_4,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,6,6,2,3240,Elegant Evening,B8998_CORAL_6,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,8,8,2,3240,Elegant Evening,B8998_CORAL_8,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,12,12,2,3240,Elegant Evening,B8998_CORAL_12,,,,,,,AT1001,B8998_CORAL
800,B8998,MILANO FORMALS,CORAL,38,38,2,3240,Elegant Evening,B8998_CORAL_38,,,,,,,AT1001,B8998_CORAL
801,E1796,MILANO FORMALS,NAVY,12,12,1,3240,#N/A,E1796_NAVY_12,,,,,,,NV8203,E1796_NAVY
801,E1696,MILANO FORMALS,BLACK,12,12,3,3240,Bridesmaid,E1696_BLACK_12,,,,,,,NV8303,E1696_BLACK
801,E1796,MILANO FORMALS,NAVY,4,4,5,3240,#N/A,E1796_NAVY_4,,,,,,,NV8203,E1796_NAVY
801,E1796,MILANO FORMALS,NAVY,6,6,5,3240,#N/A,E1796_NAVY_6,,,,,,,NV8203,E1796_NAVY
