STYLE NO.,COLOR,SIZE,BOX NUMBER,BRAND NAME,QUANTITY
E1264,TEAL,8,302.0,,2.0
E1264,VICTORIA LILAC,6XL,850.0,,1.0
E1270,CORAL,10,819.0,,1.0
E1270,CORAL,12,655.0,,2.0
E1270,CORAL,12,819.0,,1.0
E1270,CORAL,20,655.0,,1.0
E1270,CORAL,24,496.0,,1.0
E1270,CORAL,24,655.0,,2.0
E1270,CORAL,24,819.0,,1.0
E1270,CORAL,28,544.0,,1.0
E1270,CORAL,32,496.0,,3.0
E1270,CORAL,32,655.0,,2.0
E1270,CORAL,36,496.0,,2.0
E1270,CORAL,36,655.0,,2.0
E1270,CORAL,4,516.0,,1.0
E1270,CORAL,4,567.0,,4.0
E1270,CORAL,4,572.0,,4.0
E1270,CORAL,4,655.0,,2.0
E1270,CORAL,40,655.0,,1.0
E1270,CORAL,6,496.0,,2.0
E1270,CORAL,6,655.0,,2.0
E1270,CORAL,8,496.0,,1.0
E1270,CORAL,8,655.0,,2.0
E1270,FUCHSIA,10,166.0,,4.0
E1270,FUCHSIA,10,171.0,,4.0
E1270,FUCHSIA,10,469.0,,3.0
E1270,FUCHSIA,4,469.0,,7.0
E1270,FUCHSIA,4,508.0,,3.0
E1270,FUCHSIA,4,509.0,,1.0
E1270,FUCHSIA,4,625.0,,2.0
E1270,FUCHSIA,4,671.0,,3.0
E1270,FUCHSIA,6,35.0,,6.0
E1270,FUCHSIA,6,524.0,,4.0
E1270,FUCHSIA,6,671.0,,3.0
E1270,FUCHSIA,6,752.0,,3.0
E1270,FUCHSIA,6,787.0,,2.0
E1270,FUCHSIA,8,35.0,,5.0
E1270,FUCHSIA,8,171.0,,1.0
E1270,FUCHSIA,8,464.0,,1.0
E1270,FUCHSIA,8,671.0,,3.0
E1270,FUCHSIA,8,713.0,,1.0
E1270,FUCHSIA,8,752.0,,1.0
E1270,LILAC,4,555.0,,2.0
E1270,LILAC,4,698.0,,1.0
E1270,PEACH,16,762.0,,1.0
E1270,POOL,0-40,724.0,,1.0
E1270,POOL,10,427.0,,1.0
E1270,POOL,10,562.0,,2.0
E1270,POOL,12,630.0,,3.0
E1270,POOL,12,711.0,,2.0
E1270,POOL,4,555.0,,1.0
E1270,POOL,4,736.0,,3.0
E1270,POOL,6,579.0,,3.0
E1270,POOL,6,756.0,,1.0
E1270,POOL,8,569.0,,1.0
E1270,POOL,8,575.0,,1.0
E1270,POOL,8,579.0,,2.0
E1270,POOL,8,709.0,,2.0
E1270,POOL,M,562.0,,1.0
E1270,POOL,M,709.0,,2.0
E1270,POOL,M,736.0,,1.0
E1270,POOL,S,731.0,,2.0
E1270,POOL,S,736.0,,1.0
E1270,TEAL,10,175.0,,2.0
E1270,TEAL,10,306.0,,2.0
E1270,TEAL,12,175.0,,6.0
E1270,TEAL,12,306.0,,5.0
E1270,TEAL,14,278.0,,1.0
E1270,TEAL,2,175.0,,1.0
E1270,TEAL,24,175.0,,4.0
E1270,TEAL,2XL,761.0,,1.0
E1270,TEAL,2XL ,175.0,,1.0
E1270,TEAL,4,175.0,,1.0
E1270,TEAL,4,317.0,,3.0
E1270,TEAL,4,336.0,,2.0
E1270,TEAL,4,569.0,,1.0
E1270,TEAL,6,175.0,,1.0
E1270,TEAL,6,317.0,,3.0
E1270,TEAL,6,336.0,,3.0
E1270,TEAL,8,175.0,,1.0
E1270,TEAL,8,306.0,,1.0
E1270,TEAL,8,317.0,,7.0
E1270,TEAL,L,156.0,,2.0
E1270,TEAL,M,317.0,,1.0
E1270,TEAL,S,544.0,,2.0
E1270,TEAL,S,653.0,,1.0
E1285,CAFE,12,159.0,,1.0
E1285,CAFE,16,159.0,,1.0
E1285,CAFE,4,779.0,,1.0
E1285,FUCHSIA,12,53.0,,2.0
E1285,FUCHSIA,12,74.0,,1.0
E1285,FUCHSIA,12,159.0,,1.0
E1285,FUCHSIA,14,74.0,,1.0
E1285,FUCHSIA,18,75.0,,2.0
E1285,FUCHSIA,18,166.0,,1.0
E1285,FUCHSIA,18,177.0,,1.0
E1285,FUCHSIA,20,75.0,,1.0
E1285,FUCHSIA,20,197.0,,1.0
E1285,FUCHSIA,24,74.0,,2.0
E1285,FUCHSIA,24,75.0,,2.0
E1285,FUCHSIA,24,197.0,,3.0
E1285,FUCHSIA,30,74.0,,5.0
E1285,IVORY PRINT,10,197.0,,1.0
E1285,LILAC,12,595.0,,2.0
E1285,LILAC,12,712.0,,2.0
E1285,LILAC,16,595.0,,3.0
E1285,LILAC,16,602.0,,1.0
E1285,LILAC,16,712.0,,2.0
E1285,LILAC,18,42.0,MILANO FORMALS,1.0
E1285,LILAC,20,177.0,,1.0
E1285,LILAC,20,230.0,,1.0
E1285,LILAC,24,177.0,,6.0
E1285,LILAC,L,712.0,,1.0
E1285,LILAC,XL,712.0,,3.0
E1285,PINK,24,729.0,,1.0
E1285,PURPLE,2XL,651.0,,1.0
E1285,PURPLE,L,807.0,,1.0
E1285,PURPLE,M,847.0,,1.0
E1285,PURPLE,S,807.0,,1.0
E1285,SAGE,10,188.0,,1.0
E1285,SAGE,L,148.0,,2.0
E1295,FUCHSIA,4,568.0,,1.0
E1295,FUCHSIA,4,625.0,,2.0
E1295,FUCHSIA,6,590.0,,2.0
E1295,FUCHSIA,6,612.0,,1.0
E1295,FUCHSIA,6,632.0,,1.0
E1295,FUCHSIA,6,700.0,,1.0
E1295,FUCHSIA,8,570.0,,3.0
E1295,FUCHSIA,8,700.0,,2.0
E1295,FUCHSIA,8,715.0,,7.0
E1295,POOL,3XL,769.0,,1.0
E1295,SAGE,L,725.0,,1.0
E1295,SAGE,M,725.0,,1.0
E1295,SAGE,S,653.0,,1.0
E1295,TEAL,12,595.0,,1.0
E1295,TEAL,12,597.0,,1.0
E1295,TEAL,12,725.0,,2.0
E1295,TEAL,14,419.0,,1.0
E1295,TEAL,14,730.0,,2.0
E1295,TEAL,16,761.0,,2.0
E1295,TEAL,16,763.0,,1.0
E1295,TEAL,20,579.0,,5.0
E1295,TEAL,20,597.0,,4.0
E1295,TEAL,20,698.0,,1.0
E1295,TEAL,20,774.0,,2.0
E1295,TEAL,20,783.0,,2.0
E1295,TEAL,4,569.0,,7.0
E1295,TEAL,4,774.0,,2.0
E1295,TEAL,4,781.0,,1.0
E1295,TEAL,8,499.0,,2.0
E1295,TEAL,8,575.0,,2.0
E1295,TEAL,8,720.0,,3.0
E1295,TRUFFLE,10,427.0,,2.0
E1295,TRUFFLE,10,458.0,,4.0
E1295,TRUFFLE,12,459.0,,11.0
E1295,TRUFFLE,12,460.0,,4.0
E1295,TRUFFLE,16,577.0,,2.0
E1295,TRUFFLE,16,582.0,,3.0
E1295,TRUFFLE,16,763.0,,3.0
E1295,TRUFFLE,20,474.0,,1.0
E1295,TRUFFLE,20,582.0,,2.0
E1295,TRUFFLE,20,769.0,,2.0
E1295,TRUFFLE,24,474.0,,1.0
E1295,TRUFFLE,4,453.0,,7.0
E1295,TRUFFLE,4,488.0,,3.0
E1295,TRUFFLE,4,577.0,,1.0
E1295,TRUFFLE,4,757.0,,6.0
E1295,TRUFFLE,4,781.0,,2.0
E1295,TRUFFLE,6,459.0,,3.0
E1295,TRUFFLE,6,772.0,,2.0
E1295,TRUFFLE,8,440.0,,1.0
E1295,TRUFFLE,8,458.0,,11.0
E1295,TRUFFLE,8,709.0,,1.0
E1295,TRUFFLE,L,709.0,,2.0
E1295,WATERMELON,S,720.0,,1.0
E1312,CLARET,10,614.0,,2.0
E1312,CLARET,12,614.0,,2.0
E1312,CLARET,16,614.0,,2.0
E1312,CLARET,18,614.0,,2.0
E1312,CLARET,2XL,429.0,,11.0
E1312,CLARET,3XL,429.0,,5.0
E1312,CLARET,8,440.0,,1.0
E1312,CLARET,8,614.0,,4.0
E1312,CLARET,M,429.0,,1.0
E1312,CLARET,M,850.0,,1.0
E1312,CLARET,XL,429.0,,3.0
E1312,SANGRIA,S,777.0,,2.0
E1312,SILVER,3XL,805.0,,1.0
E1312,SUNSHINE,L,419.0,,6.0
E1312,SUNSHINE,S,419.0,,5.0
E1312,SUNSHINE,XL,419.0,,5.0
E1312,SUNSHINE,XL,430.0,,2.0
E1340,APPLE RED,4,676.0,,2.0
E1340,APPLE RED,S,676.0,,1.0
E1340,APPLE RED,XL,435.0,,1.0
E1340,BLACK,10,526.0,,1.0
E1340,BLACK,12,791.0,,1.0
E1340,BLACK,16,612.0,,1.0
E1340,BLACK,4,526.0,,1.0
E1340,BLACK,6,526.0,,3.0
E1340,BLACK,6,790.0,,2.0
E1340,BLACK,S,612.0,,1.0
E1340,CORAL,18,678.0,,1.0
E1340,CORAL,4,678.0,,1.0
E1340,CORAL,4,856.0,,1.0
E1340,CORAL,S,678.0,,1.0
E1340,CORAL,XL,678.0,,1.0
E1340,POOL,10,435.0,,4.0
E1340,POOL,4,676.0,,2.0
E1340,POOL,8,676.0,,1.0
E1340,POOL,S,676.0,,1.0
E1340,PURPLE,12,434.0,,1.0
E1340,PURPLE,18,526.0,,1.0
E1340,PURPLE,4,434.0,,7.0
E1340,PURPLE,4,461.0,,1.0
E1340,PURPLE,4,526.0,,1.0
E1340,PURPLE,8,434.0,,1.0
E1340,PURPLE,8,566.0,,3.0
E1340,PURPLE,M,434.0,,8.0
E1340,PURPLE,M,526.0,,1.0
E1340,PURPLE,M,602.0,,3.0
E1340,PURPLE,S,434.0,,7.0
E1340,RED,12,678.0,,2.0
E1340,RED,2XL,678.0,,1.0
E1340,RED,4,678.0,,1.0
E1340,RED,4,776.0,,2.0
E1340,WHITE,10,526.0,,3.0
E1340,WHITE,12,451.0,,5.0
E1340,WHITE,12,527.0,,2.0
E1340,WHITE,12,555.0,,2.0
E1340,WHITE,14,527.0,,2.0
E1340,WHITE,14,555.0,,3.0
E1340,WHITE,16,526.0,,1.0
E1340,WHITE,4,498.0,,4.0
E1340,WHITE,4,527.0,,1.0
E1340,WHITE,6,526.0,,1.0
E1340,WHITE,6,590.0,,3.0
E1340,WHITE,8,451.0,,4.0
E1340,WHITE,8,526.0,,2.0
E1340,WHITE,S,527.0,,1.0
E1371,APPLERED WHITE,L,466.0,,10.0
E1371,APPLERED WHITE,M,466.0,,8.0
E1371,APPLERED WHITE,M,810.0,,1.0
E1371,APPLERED WHITE,S,466.0,,10.0
E1371,APPLERED WHITE,S,810.0,,2.0
E1371,SAGE,14,486.0,,1.0
E1371,SAGE,M,854.0,,1.0
E1371,SAGE,S,850.0,,1.0
E1371,TRUFFLE/WHITE,2XL,786.0,,1.0
E1371,TRUFFLE/WHITE,2XL,831.0,,1.0
E1371,TRUFFLE/WHITE,3XL,786.0,,1.0
E1371,TRUFFLE/WHITE,L,786.0,,2.0
E1371,TRUFFLE/WHITE,L,831.0,,6.0
E1371,TRUFFLE/WHITE,M,786.0,,1.0
E1371,TRUFFLE/WHITE,M,831.0,,7.0
E1371,TRUFFLE/WHITE,S,786.0,,1.0
E1371,TRUFFLE/WHITE,S,831.0,,9.0
E1379,CORAL,24,614.0,,4.0
E1379,CORAL,28,614.0,,2.0
E1379,CORAL,4,614.0,,4.0
E1379,CORAL,6,614.0,,1.0
E1379,CORAL,8,614.0,,4.0
E1379,NAVY,22,729.0,,1.0
E1379,NAVY,28,653.0,,1.0
E1379,PEACOCK,10,18.0,,1.0
E1379,PEACOCK,10,23.0,,3.0
E1379,PEACOCK,10,362.0,,1.0
E1379,PEACOCK,18,362.0,,1.0
E1379,PEACOCK,18,561.0,,1.0
E1379,PEACOCK,2,167.0,,1.0
E1379,PEACOCK,2,172.0,,3.0
E1379,PEACOCK,4,18.0,,3.0
E1379,PEACOCK,4,167.0,,1.0
E1379,PEACOCK,4,340.0,,5.0
E1379,PEACOCK,6,18.0,,3.0
E1379,PEACOCK,6,167.0,,1.0
E1379,PEACOCK,6,187.0,,1.0
E1379,PEACOCK,6,340.0,,1.0
E1379,PEACOCK,8,18.0,,2.0
E1379,PEACOCK,8,23.0,,1.0
E1379,PEACOCK,8,340.0,,9.0
E1379,SAGE,4,850.0,,1.0
E1379,TEAL,4,779.0,,1.0
E1379,TRUFFLE,10,15.0,,1.0
E1379,TRUFFLE,10,16.0,,8.0
E1379,TRUFFLE,10,194.0,,1.0
E1379,TRUFFLE,10,334.0,,1.0
E1379,TRUFFLE,3,16.0,,1.0
E1379,TRUFFLE,4,23.0,,2.0
E1379,TRUFFLE,4,167.0,,4.0
E1379,TRUFFLE,4,334.0,,2.0
E1379,TRUFFLE,6,15.0,,1.0
E1379,TRUFFLE,8,16.0,,7.0
E1379,TRUFFLE,8,23.0,,2.0
E1379,TRUFFLE,8,152.0,,3.0
E1379,TRUFFLE,8,167.0,,3.0
E1379,TRUFFLE,8,334.0,,2.0
E1379,TRUFFLE,8,361.0,,1.0
E1379,WATERMELON,10,847.0,,2.0
E1379,WATERMELON,28,675.0,,2.0
E1379,WATERMELON,6,675.0,,2.0
E1379,WATERMELON,6,807.0,,1.0
E1387,GREEN,12,819.0,,1.0
E1387,GREEN,4,769.0,,2.0
E1387,GREEN,4,808.0,,6.0
E1387,GREEN,8,570.0,,1.0
E1387,PINK,10,173.0,,3.0
E1387,PINK,12,336.0,,2.0
E1387,PINK,16,165.0,,2.0
E1387,PINK,18,173.0,,1.0
E1387,PINK,20,165.0,,3.0
E1387,PINK,20,327.0,,1.0
E1387,PINK,22,173.0,,1.0
E1387,PINK,22,178.0,,1.0
E1387,PINK,24,179.0,,2.0
E1387,PINK,24,327.0,,2.0
E1387,PINK,24,621.0,,1.0
E1387,PINK,24,809.0,,3.0
E1387,PINK,26,178.0,,1.0
E1387,PINK,4,621.0,,1.0
E1387,PINK,4,809.0,,1.0
E1387,PINK,8,621.0,,5.0
E1387,PINK,8,809.0,,2.0
E1387,TURQUOISE,2,761.0,,1.0
E1387,TURQUOISE,24,761.0,,4.0
E1387,TURQUOISE,4,487.0,,11.0
E1387,TURQUOISE,4,761.0,,1.0
E1387,TURQUOISE,8,761.0,,7.0
E1391,CLARET,20,372.0,,1.0
E1391,CLARET,20 W,178.0,,2.0
E1391,CLARET,22,372.0,,1.0
E1391,CLARET,24,285.0,,2.0
E1391,CLARET,24,362.0,,1.0
E1391,CLARET,24,364.0,,2.0
E1391,CLARET,24,390.0,,5.0
E1391,CLARET,24 W,178.0,,1.0
E1391,CLARET,28,244.0,,1.0
E1391,CLARET,28,390.0,,1.0
E1391,PURPLE,10,178.0,,1.0
E1391,PURPLE,12,383.0,,2.0
E1391,PURPLE,2,50.0,,1.0
E1391,PURPLE,20,210.0,,2.0
E1391,PURPLE,20,243.0,,1.0
E1391,PURPLE,24,210.0,,9.0
E1391,PURPLE,24,383.0,,2.0
E1391,PURPLE,26,243.0,,1.0
E1391,PURPLE,28,121.0,,2.0
E1391,PURPLE,28,210.0,,1.0
E1391,PURPLE,28,392.0,,1.0
E1391,PURPLE,4,135.0,,2.0
E1391,PURPLE,4,244.0,,7.0
E1391,PURPLE,4,383.0,,1.0
E1391,PURPLE,4,392.0,,2.0
E1391,PURPLE,6,383.0,,1.0
E1391,PURPLE,6,392.0,,4.0
E1391,PURPLE,8,210.0,,2.0
E1391,PURPLE,8,355.0,,11.0
E1391,PURPLE,8,392.0,,3.0
E1391,ROYAL,2,330.0,,1.0
E1391,ROYAL,24,264.0,,4.0
E1391,ROYAL,24,364.0,,1.0
E1391,ROYAL,28,364.0,,1.0
E1391,ROYAL,28,386.0,,1.0
E1391,ROYAL,4,230.0,,1.0
E1391,ROYAL,4,238.0,,1.0
E1391,ROYAL,4,364.0,,1.0
E1391,ROYAL BLUE,4,206.0,,2.0
E1412,BLACK,12,759.0,,1.0
E1412,BLACK,14,402.0,,14.0
E1412,BLACK,4,583.0,,4.0
E1412,BLACK,4,625.0,,3.0
E1412,BLACK,4,759.0,,3.0
E1412,BLACK,8,583.0,,5.0
E1412,BLACK,8,677.0,,5.0
E1412,BLACK,8,708.0,,3.0
E1412,BLACK,8,759.0,,7.0
E1412,BROWN,10,193.0,,1.0
E1412,BROWN,12,76.0,,1.0
E1412,BROWN,12,142.0,,6.0
E1412,BROWN,12,278.0,,1.0
E1412,BROWN,12,558.0,,12.0
E1412,BROWN,14,193.0,,1.0
E1412,BROWN,16,76.0,,6.0
E1412,BROWN,16,278.0,,1.0
E1412,BROWN,20,193.0,,1.0
E1412,BROWN,20,278.0,,3.0
E1412,BROWN,24,278.0,,1.0
E1412,BROWN,4,557.0,,14.0
E1412,BROWN,4,677.0,,2.0
E1412,BROWN,4,769.0,,2.0
E1412,BROWN,4,773.0,,8.0
E1412,BROWN,8,559.0,,19.0
E1412,BROWN,8,713.0,,2.0
E1412,BROWN,8,773.0,,5.0
E1412,ROYAL,12,403.0,,4.0
E1412,ROYAL,2,171.0,,2.0
E1412,ROYAL,2,234.0,,5.0
E1412,ROYAL,4,625.0,,2.0
E1412,ROYAL,4,748.0,,6.0
E1412,ROYAL,4,752.0,,5.0
E1412,ROYAL,6,787.0,,1.0
E1412,ROYAL,8,403.0,,7.0
E1412,ROYAL,8,553.0,,8.0
E1412,ROYAL,8,713.0,,2.0
E1412,ROYAL,8,748.0,,6.0
E1420,CHAMPAGNE,12,194.0,,1.0
E1420,CHAMPAGNE,2,194.0,,2.0
E1420,CHAMPAGNE,4,194.0,,3.0
E1420,PURPLE,10,25.0,,1.0
E1420,PURPLE,12,25.0,,1.0
E1420,PURPLE,12,725.0,,2.0
E1420,PURPLE,2,52.0,,4.0
E1420,PURPLE,24,848.0,,1.0
E1420,PURPLE,4,25.0,,1.0
E1420,PURPLE,4,52.0,,4.0
E1420,PURPLE,6,52.0,,4.0
E1420,PURPLE,8,25.0,,1.0
E1420,PURPLE,8,52.0,,1.0
E1420,PURPLE,8,571.0,,1.0
E1420,ROYAL,10,155.0,,4.0
E1420,ROYAL,10,158.0,,1.0
E1420,ROYAL,2,257.0,,2.0
E1420,ROYAL,20,155.0,,1.0
E1420,ROYAL,22,155.0,,4.0
E1420,ROYAL,4,155.0,,2.0
E1420,ROYAL,4,257.0,,20.0
E1420,ROYAL,6,258.0,,7.0
E1420,ROYAL,6,327.0,,3.0
E1420,ROYAL,8,155.0,,10.0
E1420,ROYAL,8,171.0,,1.0
E1420,ROYAL,8,327.0,,2.0
E1420,SEA BLACK,0-30,503.0,,1.0
E1421,CORAL,10,6.0,,5.0
E1421,CORAL,10,82.0,,3.0
E1421,CORAL,20,6.0,,2.0
E1421,CORAL,20,301.0,,1.0
E1421,CORAL,24,6.0,,2.0
E1421,CORAL,24,165.0,,1.0
E1421,CORAL,4,6.0,,1.0
E1421,CORAL,4,82.0,,4.0
E1421,CORAL,4,319.0,,6.0
E1421,CORAL,6,6.0,,4.0
E1421,CORAL,6,24.0,,2.0
E1421,CORAL,6,82.0,,1.0
E1421,CORAL,8,81.0,,10.0
E1421,CORAL,8,319.0,,3.0
E1421,CORAL,8,850.0,,1.0
E1421,GREY,10,42.0,,2.0
E1421,GREY,12,50.0,,4.0
E1421,GREY,16,50.0,,2.0
E1421,GREY,2,42.0,,1.0
E1421,GREY,24,42.0,,2.0
E1421,GREY,24,50.0,,2.0
E1421,GREY,4,154.0,,2.0
E1421,GREY,8,154.0,,2.0
E1421,GREY,8,319.0,,5.0
E1421,ROYAL,10,336.0,,2.0
E1421,ROYAL,4,57.0,,7.0
E1421,ROYAL,4,171.0,,1.0
E1421,ROYAL,6,336.0,,1.0
E1421,SILVER,14,42.0,,1.0
E1421,SILVER,22,42.0,,1.0
E1421,SILVER,8,42.0,,1.0
E1463,CORAL,10,215.0,,3.0
E1463,CORAL,12,215.0,,4.0
E1463,CORAL,2,61.0,,3.0
E1463,CORAL,20,215.0,,5.0
E1463,CORAL,4,61.0,,1.0
E1463,CORAL,4,115.0,,4.0
E1463,CORAL,6,61.0,,2.0
E1463,CORAL,8,215.0,,4.0
E1463,TEAL,0,158.0,,2.0
E1463,TEAL,0,293.0,,2.0
E1463,TEAL,10,45.0,,2.0
E1463,TEAL,10,117.0,,2.0
E1463,TEAL,12,45.0,,2.0
E1463,TEAL,14,117.0,,2.0
E1463,TEAL,16,117.0,,2.0
E1463,TEAL,16,167.0,,1.0
E1463,TEAL,2,293.0,,3.0
E1463,TEAL,24,117.0,,2.0
E1463,TEAL,28,117.0,,2.0
E1463,TEAL,30,117.0,,1.0
E1463,TEAL,4,117.0,,5.0
E1463,TEAL,4,158.0,,3.0
E1463,TEAL,4,293.0,,1.0
E1463,TEAL,6,158.0,,1.0
E1463,TEAL,6,293.0,,1.0
E1463,TEAL,8,45.0,,2.0
E1463,TEAL,8,117.0,,6.0
E1463,TRUFFLE,12,166.0,,5.0
E1463,TRUFFLE,12,433.0,,3.0
E1463,TRUFFLE,16,157.0,,2.0
E1463,TRUFFLE,16,176.0,,4.0
E1463,TRUFFLE,20,176.0,,2.0
E1463,TRUFFLE,20,215.0,,3.0
E1463,TRUFFLE,24,157.0,,1.0
E1463,TRUFFLE,24,215.0,,1.0
E1463,TRUFFLE,4,433.0,,12.0
E1463,TRUFFLE,8,433.0,,3.0
E1463,TRUFFLE,8,818.0,,1.0
E1502,CLARET,0,141.0,,3.0
E1502,CLARET,10,427.0,,1.0
E1502,CLARET,10,577.0,,4.0
E1502,CLARET,10,753.0,,1.0
E1502,CLARET,2,127.0,,1.0
E1502,CLARET,4,137.0,,6.0
E1502,CLARET,4,151.0,,2.0
E1502,CLARET,4,164.0,,2.0
E1502,CLARET,4,207.0,,2.0
E1502,CLARET,4,569.0,,1.0
E1502,CLARET,8,515.0,,1.0
E1502,CLARET,8,577.0,,1.0
E1502,CLARET,8,590.0,,3.0
E1502,CLARET,8,612.0,,1.0
E1502,IVORY,2,137.0,,1.0
E1502,IVORY,4,265.0,,3.0
E1502,IVORY,4,371.0,,5.0
E1502,IVORY,6,131.0,,4.0
E1502,IVORY,6,265.0,,2.0
E1502,IVORY,8,265.0,,3.0
E1502,NAVY,0,529.0,,1.0
E1502,NAVY,0,536.0,,1.0
E1502,NAVY,10,44.0,,4.0
E1502,NAVY,10,427.0,,1.0
E1502,NAVY,10,762.0,,1.0
E1502,NAVY,12,462.0,,1.0
E1502,NAVY,12,531.0,,1.0
E1502,NAVY,12,635.0,,2.0
E1502,NAVY,12,725.0,,1.0
E1502,NAVY,12,762.0,,2.0
E1502,NAVY,4,44.0,,5.0
E1502,NAVY,4,462.0,,6.0
E1502,NAVY,4,731.0,,2.0
E1502,NAVY,6,462.0,,5.0
E1502,NAVY,6,753.0,,1.0
E1502,NAVY,6,792.0,,1.0
E1502,NAVY,8,659.0,,1.0
E1502,POOL,12,725.0,,1.0
E1502,RED,10,693.0,,2.0
E1520,BURNT ORANGE,0,120.0,,1.0
E1520,BURNT ORANGE,10,212.0,,6.0
E1520,BURNT ORANGE,12,212.0,,8.0
E1520,BURNT ORANGE,14,212.0,,1.0
E1520,BURNT ORANGE,16,212.0,,3.0
E1520,BURNT ORANGE,18,212.0,,1.0
E1520,BURNT ORANGE,2,120.0,,3.0
E1520,BURNT ORANGE,20,152.0,,8.0
E1520,BURNT ORANGE,20,212.0,,1.0
E1520,BURNT ORANGE,24,152.0,,3.0
E1520,BURNT ORANGE,24,212.0,,2.0
E1520,BURNT ORANGE,4,120.0,,5.0
E1520,BURNT ORANGE,4,212.0,,1.0
E1520,BURNT ORANGE,6,158.0,,2.0
E1520,BURNT ORANGE,6,299.0,,1.0
E1520,BURNT ORANGE,6,301.0,,5.0
E1520,BURNT ORANGE,8,198.0,,15.0
E1520,BURNT ORANGE,8,212.0,,2.0
E1520,SANGRIA,14,35.0,,1.0
E1520,SANGRIA,14,312.0,,5.0
E1520,SANGRIA,18,312.0,,3.0
E1520,SANGRIA,22,35.0,,6.0
E1520,SANGRIA,22,312.0,,2.0
E1520,SANGRIA,24,35.0,,1.0
E1531,CORAL,10,509.0,,3.0
E1531,CORAL,10,562.0,,2.0
E1531,CORAL,12,509.0,,1.0
E1531,CORAL,12,602.0,,3.0
E1531,CORAL,12,713.0,,2.0
E1531,CORAL,16,853.0,,1.0
E1531,CORAL,20,602.0,,1.0
E1531,CORAL,20,769.0,,2.0
E1531,CORAL,24,602.0,,1.0
E1531,CORAL,24,789.0,,1.0
E1531,CORAL,4,121.0,,3.0
E1531,CORAL,4,141.0,,1.0
E1531,CORAL,4,241.0,,1.0
E1531,CORAL,4,319.0,,2.0
E1531,CORAL,6,24.0,,2.0
E1531,CORAL,6,121.0,,7.0
E1531,CORAL,6,394.0,,1.0
E1531,CORAL,8,440.0,,1.0
E1531,CORAL,8,509.0,,2.0
E1531,CORAL,8,580.0,,4.0
E1531,CORAL,8,602.0,,1.0
E1531,CORAL,8,713.0,,2.0
E1531,CORAL,L,338.0,,1.0
E1531,POOL,10,371.0,,4.0
E1531,POOL,12,371.0,,3.0
E1531,POOL,12,617.0,,4.0
E1531,POOL,12,824.0,,1.0
E1531,POOL,4,569.0,,4.0
E1531,POOL,4,617.0,,1.0
E1531,POOL,4,752.0,,2.0
E1531,POOL,4,766.0,,1.0
E1531,POOL,6,440.0,,1.0
E1531,POOL,6,766.0,,5.0
E1531,POOL,6,792.0,,2.0
E1531,POOL,8,371.0,,1.0
E1531,POOL,8,720.0,,1.0
E1531,PURPLE,10,562.0,,5.0
E1531,PURPLE,12,713.0,,4.0
E1531,PURPLE,14,725.0,,1.0
E1531,PURPLE,16,617.0,,2.0
E1531,PURPLE,4,570.0,,1.0
E1531,PURPLE,4,617.0,,1.0
E1531,PURPLE,4,698.0,,3.0
E1531,PURPLE,4,731.0,,2.0
E1531,PURPLE,6,617.0,,1.0
E1531,PURPLE,6,627.0,,3.0
E1531,PURPLE,8,509.0,,3.0
E1531,PURPLE,8,570.0,,4.0
E1531,PURPLE,8,597.0,,2.0
E1531,PURPLE,8,617.0,,1.0
E1531,PURPLE,8,691.0,,4.0
E1531,PURPLE,8,696.0,,1.0
E1531,PURPLE,8,698.0,,6.0
E1531,PURPLE,8,824.0,,1.0
E1544,BLACK,12,412.0,,1.0
E1544,BLACK,4,143.0,,1.0
E1544,BLACK,4,404.0,,3.0
E1544,BLACK,4,412.0,,7.0
E1544,BLACK,6,404.0,,3.0
E1544,BLACK,6,412.0,,7.0
E1544,BLACK,8,404.0,,4.0
E1544,BLACK,8,412.0,,8.0
E1544,BLACK,8,515.0,,1.0
E1544,RED,10,407.0,,3.0
E1544,RED,10,428.0,,3.0
E1544,RED,12,407.0,,3.0
E1544,RED,12,428.0,,1.0
E1544,RED,14,428.0,,2.0
E1544,RED,18,428.0,,5.0
E1544,RED,2,292.0,,1.0
E1544,RED,20,407.0,,2.0
E1544,RED,22,428.0,,5.0
E1544,RED,24,407.0,,1.0
E1544,RED,24,428.0,,2.0
E1544,RED,4,407.0,,2.0
E1544,RED,6,407.0,,1.0
E1581,BLACK,10,697.0,,1.0
E1581,BLACK,12,613.0,,1.0
E1581,BLACK,16,613.0,,1.0
E1581,BLACK,2,140.0,,1.0
E1581,BLACK,22,613.0,,1.0
E1581,BLACK,24,613.0,,1.0
E1581,BLACK,4,613.0,,1.0
E1581,BLACK,6,613.0,,1.0
E1581,BLACK,8,613.0,,1.0
E1581,CLARET,18,669.0,,1.0
E1581,PURPLE,14,432.0,,5.0
E1581,PURPLE,16,432.0,,3.0
E1581,PURPLE,18,432.0,,1.0
E1581,PURPLE,2,432.0,,2.0
E1581,PURPLE,22,432.0,,2.0
E1581,PURPLE,24,432.0,,2.0
E1581,PURPLE,4,432.0,,7.0
E1581,PURPLE,6,432.0,,1.0
E1581,PURPLE,6,818.0,,1.0
E1581,RED,0,330.0,,1.0
E1581,RED,10,181.0,,1.0
E1581,RED,12,102.0,,1.0
E1581,RED,14,102.0,,2.0
E1581,RED,16,102.0,,4.0
E1581,RED,18,102.0,,1.0
E1581,RED,2,43.0,,1.0
E1581,RED,2,242.0,,1.0
