Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Box (product.metafields.custom.box),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Display technology (product.metafields.shopify.display-technology),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Test format (product.metafields.shopify.test-format),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
e2544,,,,,,,,,RED,,,8.0,,,,,E2544_RED_8,0.0,shopify,2,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2543,MILANO FORMALS Embellished E2543,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BLACK, BLACK Embellished",true,Color,BLACK,,Size,0.0,,,,,E2543_BLACK_0,0.0,shopify,4,deny,manual,198.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2543_Black_1_6352d4b8-8965-404b-8ae6-1c142863fdc4.png?v=1727882727,1,MILANO FORMALS e2543 BLACK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2543,,,,,,,,,BLACK,,,2.0,,,,,E2543_BLACK_2,0.0,shopify,3,deny,manual,198.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2543,,,,,,,,,BLACK,,,4.0,,,,,E2543_BLACK_4,0.0,shopify,4,deny,manual,198.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2543,,,,,,,,,BLACK,,,6.0,,,,,E2543_BLACK_6,0.0,shopify,4,deny,manual,148.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2543,,,,,,,,,BLACK,,,8.0,,,,,E2543_BLACK_8,0.0,shopify,4,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2543,,,,,,,,,BLACK,,,14.0,,,,,E2543_BLACK_14,0.0,shopify,1,deny,manual,148.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,MILANO FORMALS Embellished E2540,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"TEAL, TEAL Embellished",true,Color,TEAL,,Size,0.0,,,,,E2540_TEAL_0,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2540_Teal_1_eb6db922-b343-4eba-9b05-ed674c59f6ff.png?v=1727882723,1,MILANO FORMALS e2540 TEAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2540,,,,,,,,,TEAL,,,2.0,,,,,E2540_TEAL_2,0.0,shopify,4,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,,,,,,,,,TEAL,,,4.0,,,,,E2540_TEAL_4,0.0,shopify,8,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,,,,,,,,,TEAL,,,6.0,,,,,E2540_TEAL_6,0.0,shopify,5,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,,,,,,,,,TEAL,,,8.0,,,,,E2540_TEAL_8,0.0,shopify,4,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,,,,,,,,,TEAL,,,10.0,,,,,E2540_TEAL_10,0.0,shopify,1,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2540,,,,,,,,,TEAL,,,14.0,,,,,E2540_TEAL_14,0.0,shopify,2,deny,manual,595.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2537,MILANO FORMALS E2537,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"IVORY, IVORY Uncategorized",true,Color,IVORY,,Size,4.0,,,,,E2537_IVORY_4,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2537_Ivory_2_b51c00c0-ea39-4b14-9655-29421522425a.png?v=1727882719,1,MILANO FORMALS e2537 IVORY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2537_Ivory_1_72568a56-474d-44b6-a272-6eace8e68e83.png?v=1727882719,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2535,MILANO FORMALS Embellished E2535,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BURGUNDY, BURGUNDY Embellished",true,Color,BURGUNDY,,Size,2.0,,,,,E2535_BURGUNDY_2,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2535_Burgundy_1_ebe60597-30e9-4bdc-980e-102dc78944c9.png?v=1727882714,1,MILANO FORMALS e2535 BURGUNDY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2535,,,,,,,,,BURGUNDY,,,4.0,,,,,E2535_BURGUNDY_4,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2535,,,,,,,,,BURGUNDY,,,6.0,,,,,E2535_BURGUNDY_6,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2534,MILANO FORMALS Embellished E2534,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BLUE, BLUE Embellished",true,Color,BLUE,,Size,2.0,,,,,E2534_BLUE_2,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2534_Navy_1_473e23c0-bde0-4774-a044-2e8d0e7fd77d.png?v=1727882711,1,MILANO FORMALS e2534 BLUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2534_Navy_2_85b0803a-ead2-4ff9-9d0e-958e502ac319.png?v=1727882711,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2532,MILANO FORMALS Embellished E2532,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"PRINT, PRINT Embellished",true,Color,PRINT,,Size,0.0,,,,,E2532_PRINT_0,0.0,shopify,6,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2532_Print_1_ae40bd29-dbf4-4b0f-b133-84642534434f.png?v=1727882706,1,MILANO FORMALS e2532 PRINT,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2532,,,,,,,,,PRINT,,,2.0,,,,,E2532_PRINT_2,0.0,shopify,5,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,MILANO FORMALS Embellished E2531,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"ROYAL, ROYAL Embellished",true,Color,ROYAL,,Size,2.0,,,,,E2531_ROYAL_2,0.0,shopify,1,deny,manual,198.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2531_Royal_1_cf704949-a8f6-4b1a-9fce-4cccd1453278.png?v=1727882702,1,MILANO FORMALS e2531 ROYAL BLUE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2531,,,,,,,,,ROYAL,,,4.0,,,,,E2531_ROYAL_4,0.0,shopify,1,deny,manual,198.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL,,,6.0,,,,,E2531_ROYAL_6,0.0,shopify,1,deny,manual,198.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL,,,18.0,,,,,E2531_ROYAL_18,0.0,shopify,1,deny,manual,198.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL BLUE,,,0.0,,,,,E2531_ROYAL BLUE_0,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL BLUE,,,2.0,,,,,E2531_ROYAL BLUE_2,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL BLUE,,,4.0,,,,,E2531_ROYAL BLUE_4,0.0,shopify,2,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL BLUE,,,6.0,,,,,E2531_ROYAL BLUE_6,0.0,shopify,4,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2531,,,,,,,,,ROYAL BLUE,,,8.0,,,,,E2531_ROYAL BLUE_8,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2527,MILANO FORMALS Embellished E2527,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BLACK, BLACK Embellished",true,Color,BLACK,,Size,0.0,,,,,E2527_BLACK_0,0.0,shopify,2,deny,manual,248.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2527_Black_1_c18c1db6-8466-4e13-b078-82671478a3a2.png?v=1727882698,1,MILANO FORMALS e2527 BLACK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2527,,,,,,,,,BLACK,,,2.0,,,,,E2527_BLACK_2,0.0,shopify,5,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2527,,,,,,,,,BLACK,,,4.0,,,,,E2527_BLACK_4,0.0,shopify,5,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2527,,,,,,,,,BLACK,,,6.0,,,,,E2527_BLACK_6,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2527,,,,,,,,,BLACK,,,8.0,,,,,E2527_BLACK_8,0.0,shopify,2,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2527,,,,,,,,,BLACK,,,10.0,,,,,E2527_BLACK_10,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2526,MILANO FORMALS Embellished E2526,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"GREEN, GREEN Embellished",true,Color,GREEN,,Size,0.0,,,,,E2526_GREEN_0,0.0,shopify,3,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2526_Green_1_cac0d06e-0a59-4438-9c5b-ed7c6678cf0f.png?v=1727882694,1,MILANO FORMALS e2526 GREEN,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2526,,,,,,,,,GREEN,,,2.0,,,,,E2526_GREEN_2,0.0,shopify,2,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2526,,,,,,,,,GREEN,,,4.0,,,,,E2526_GREEN_4,0.0,shopify,9,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2526,,,,,,,,,GREEN,,,6.0,,,,,E2526_GREEN_6,0.0,shopify,4,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2526,,,,,,,,,GREEN,,,8.0,,,,,E2526_GREEN_8,0.0,shopify,5,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2526,,,,,,,,,GREEN,,,12.0,,,,,E2526_GREEN_12,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2517,MILANO FORMALS Short E2517,"<p>This is a Short dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Short,"CHAMPAGNE, CHAMPAGNE Short",true,Color,CHAMPAGNE,,Size,4.0,,,,,E2517_CHAMPAGNE_4,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2517_Champagne_1_89ca8ca4-2eca-4698-bb76-cbf96e8c5644.png?v=1727882691,1,MILANO FORMALS e2517 CHAMPAGNE,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2514,MILANO FORMALS Embellished E2514,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"CLARET, CLARET Embellished",true,Color,CLARET,,Size,30.0,,,,,E2514_CLARET_30,0.0,shopify,1,deny,manual,248.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2514_Emerald_1_e33251aa-e0ba-45f0-9c7e-bd5ecb9c686e.png?v=1727882685,1,MILANO FORMALS e2514 IVORY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2514,,,,,,,,,EMERALD,,,0.0,,,,,E2514_EMERALD_0,0.0,shopify,3,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2514,,,,,,,,,EMERALD,,,2.0,,,,,E2514_EMERALD_2,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2514,,,,,,,,,EMERALD,,,4.0,,,,,E2514_EMERALD_4,0.0,shopify,2,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2514,,,,,,,,,EMERALD,,,6.0,,,,,E2514_EMERALD_6,0.0,shopify,4,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2514,,,,,,,,,EMERALD,,,8.0,,,,,E2514_EMERALD_8,0.0,shopify,4,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2514,,,,,,,,,IVORY,,,16.0,,,,,E2514_IVORY_16,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,MILANO FORMALS 2 Piece E2513,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,2 Piece,"RED, RED 2 Piece",true,Color,RED,,Size,0.0,,,,,E2513_RED_0,0.0,shopify,3,deny,manual,248.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2513_Red_1_031d4906-2dc3-4ff5-92ba-4c11a16f169b.png?v=1727882681,1,MILANO FORMALS e2513 RED,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2513,,,,,,,,,RED,,,2.0,,,,,E2513_RED_2,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,,,,,,,,,RED,,,4.0,,,,,E2513_RED_4,0.0,shopify,5,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,,,,,,,,,RED,,,6.0,,,,,E2513_RED_6,0.0,shopify,5,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,,,,,,,,,RED,,,10.0,,,,,E2513_RED_10,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,,,,,,,,,RED,,,12.0,,,,,E2513_RED_12,0.0,shopify,2,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2513,,,,,,,,,RED,,,14.0,,,,,E2513_RED_14,0.0,shopify,2,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2511,MILANO FORMALS E2511,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"BLUE, BLUE Uncategorized",true,Color,BLUE,,Size,0.0,,,,,E2511_BLUE_0,0.0,shopify,2,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2511_Blue_1_14dd5ba7-9709-4c02-8225-1e402ad3b273.png?v=1727882677,1,MILANO FORMALS e2511 NAVY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2511,,,,,,,,,BLUE,,,4.0,,,,,E2511_BLUE_4,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2511,,,,,,,,,BLUE,,,6.0,,,,,E2511_BLUE_6,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2511,,,,,,,,,BLUE,,,8.0,,,,,E2511_BLUE_8,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2511,,,,,,,,,NAVY,,,4.0,,,,,E2511_NAVY_4,0.0,shopify,1,deny,manual,248.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2510,MILANO FORMALS E2510,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Uncategorized,"IVORY, IVORY Uncategorized",true,Color,IVORY,,Size,6.0,,,,,E2510_IVORY_6,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2510_Ivory_2_032648a5-3f01-433f-b4ac-074e46f92c87.png?v=1727882673,1,MILANO FORMALS e2510 IVORY,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2510,,,,,,,,,IVORY,,,14.0,,,,,E2510_IVORY_14,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2510_Ivory_4_4f3ff344-1c2a-4197-b10f-9d3b801cf232.png?v=1727882673,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2510,,,,,,,,,IVORY,,,16.0,,,,,E2510_IVORY_16,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2510_Ivory_3_a11c1fad-4284-4f5e-b892-c2076731b043.png?v=1727882673,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2510_Ivory_1_8875d45e-0647-4f58-b258-014799da1351.png?v=1727882673,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2509,MILANO FORMALS Embellished E2509,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Embellished,"BURGUNDY, BURGUNDY Embellished",true,Color,BURGUNDY,,Size,2.0,,,,,E2509_BURGUNDY_2,0.0,shopify,2,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2509_Red_1_7af115ef-4a2e-4b8a-b6a2-bf855b7f43b2.png?v=1727882666,1,MILANO FORMALS e2509 RED,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2509,,,,,,,,,BURGUNDY,,,4.0,,,,,E2509_BURGUNDY_4,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2509,,,,,,,,,BURGUNDY,,,6.0,,,,,E2509_BURGUNDY_6,0.0,shopify,4,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2509,,,,,,,,,RED,,,0.0,,,,,E2509_RED_0,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2509,,,,,,,,,RED,,,2.0,,,,,E2509_RED_2,0.0,shopify,2,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2509,,,,,,,,,RED,,,4.0,,,,,E2509_RED_4,0.0,shopify,2,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2509,,,,,,,,,RED,,,6.0,,,,,E2509_RED_6,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2500,MILANO FORMALS Ball Gown/Quinceanera E2500,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Ball Gown/Quinceanera,"BLUSH, BLUSH Ball Gown/Quinceanera",true,Color,BLUSH,,Size,0.0,,,,,E2500_BLUSH_0,0.0,shopify,1,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2500_Blush_1_f09514b9-0ddc-4734-ba47-1c3388fd594e.png?v=1727882662,1,MILANO FORMALS e2500 BLUSH,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2500,,,,,,,,,BLUSH,,,6.0,,,,,E2500_BLUSH_6,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2500,,,,,,,,,BLUSH,,,16.0,,,,,E2500_BLUSH_16,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2498,MILANO FORMALS Ball Gown/Quinceanera E2498,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul></ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Ball Gown/Quinceanera,"BLUE, BLUE Ball Gown/Quinceanera",true,Color,BLUE,,Size,4.0,,,,,E2498_BLUE_4,0.0,shopify,3,deny,manual,707.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2498_Blue_1_41a7f791-a6cd-4867-92b7-61c71340ba58.png?v=1727882660,1,MILANO FORMALS e2498 TEAL,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2498,,,,,,,,,BLUE,,,8.0,,,,,E2498_BLUE_8,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2498,,,,,,,,,BLUSH,,,12.0,,,,,E2498_BLUSH_12,0.0,shopify,6,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2498,,,,,,,,,BLUSH,,,16.0,,,,,E2498_BLUSH_16,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2498,,,,,,,,,TEAL,,,8.0,,,,,E2498_TEAL_8,0.0,shopify,1,deny,manual,707.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
