Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,metafield.custom.clothing_features,metafield.custom.dress_occasion,metafield.custom.dress_style,metafield.custom.skirt_dress_length_type
e2118,MILANO FORMALS Ball Gown/Quinceanera E2118,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"FUCHSIA,FUCHSIA Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,FUCHSIA,Size,4.0,E2118_FUCHSIA_4,,shopify,3.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_4.jpg?v=1727408394,1,MILANO FORMALS e2118 FUCHSIA,"FUCHSIA, FUCHSIA Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2118,Ball Gown/Quinceanera 
e2118,MILANO FORMALS Ball Gown/Quinceanera E2118,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"FUCHSIA,FUCHSIA Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,FUCHSIA,Size,8.0,E2118_FUCHSIA_8,,shopify,2.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_4.jpg?v=1727408394,1,MILANO FORMALS e2118 FUCHSIA,"FUCHSIA, FUCHSIA Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2118,Ball Gown/Quinceanera 
e2118,MILANO FORMALS Ball Gown/Quinceanera E2118,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"FUCHSIA,FUCHSIA Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,FUCHSIA,Size,14.0,E2118_FUCHSIA_14,,shopify,1.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_4.jpg?v=1727408394,1,MILANO FORMALS e2118 FUCHSIA,"FUCHSIA, FUCHSIA Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2118,Ball Gown/Quinceanera 
e2118,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_3.jpg?v=1727408394,2,,,,,
e2118,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_2.jpg?v=1727408392,3,,,,,
e2118,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2118_Fuschia_1.jpg?v=1727408391,4,,,,,
e2121,MILANO FORMALS Gala/ pageant E2121,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"MIDNIGHT,MIDNIGHT Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MIDNIGHT,Size,4.0,E2121_MIDNIGHT_4,,shopify,1.0,deny,manual,328.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2121_Midnight_1.png?v=1727408411,1,MILANO FORMALS e2121 MIDNIGHT,"MIDNIGHT, MIDNIGHT Gala/ pageant",Gala/ pageant,E2121,Gala/ pageant
e2125,MILANO FORMALS Elegant Evening E2125,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"NAVY,NAVY Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,NAVY,Size,0.0,E2125_NAVY_0,,shopify,1.0,deny,manual,328.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2125_Navy_1.png?v=1727408405,1,MILANO FORMALS e2125 NAVY,"NAVY, NAVY Elegant Evening",Elegant Evening,E2125,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"BLACK,BLACK Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,0.0,E2136_BLACK_0,,shopify,2.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 BLACK,"BLACK, BLACK Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"BLACK,BLACK Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,2.0,E2136_BLACK_2,,shopify,3.0,deny,manual,,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 BLACK,"BLACK, BLACK Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"BLACK,BLACK Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,4.0,E2136_BLACK_4,,shopify,8.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 BLACK,"BLACK, BLACK Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"BLACK,BLACK Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,6.0,E2136_BLACK_6,,shopify,1.0,deny,manual,348.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 BLACK,"BLACK, BLACK Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"BLACK,BLACK Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,26.0,E2136_BLACK_26,,shopify,1.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 BLACK,"BLACK, BLACK Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"NAVY,NAVY Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,NAVY,Size,2.0,E2136_NAVY_2,,shopify,4.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 NAVY,"NAVY, NAVY Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"NAVY,NAVY Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,NAVY,Size,4.0,E2136_NAVY_4,,shopify,1.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 NAVY,"NAVY, NAVY Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,MILANO FORMALS Elegant Evening E2136,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"NAVY,NAVY Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,NAVY,Size,6.0,E2136_NAVY_6,,shopify,4.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_1.jpg?v=1727408391,1,MILANO FORMALS e2136 NAVY,"NAVY, NAVY Elegant Evening",Elegant Evening,E2136,Elegant Evening
e2136,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2136_Navy_2.jpg?v=1727408390,2,,,,,
e2144,MILANO FORMALS 2 Piece E2144,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,2 Piece,"MINT,MINT 2 Piece",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,0.0,E2144_MINT_0,,shopify,1.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2144_Mint_1.png?v=1727408409,1,MILANO FORMALS e2144 MINT,"MINT, MINT 2 Piece",2 Piece,E2144,2 Piece
e2144,MILANO FORMALS 2 Piece E2144,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,2 Piece,"MINT,MINT 2 Piece",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,2.0,E2144_MINT_2,,shopify,4.0,deny,manual,248.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2144_Mint_1.png?v=1727408409,1,MILANO FORMALS e2144 MINT,"MINT, MINT 2 Piece",2 Piece,E2144,2 Piece
e2144,MILANO FORMALS 2 Piece E2144,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,2 Piece,"MINT,MINT 2 Piece",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,10.0,E2144_MINT_10,,shopify,2.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2144_Mint_1.png?v=1727408409,1,MILANO FORMALS e2144 MINT,"MINT, MINT 2 Piece",2 Piece,E2144,2 Piece
e2144,MILANO FORMALS 2 Piece E2144,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,2 Piece,"MINT,MINT 2 Piece",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,14.0,E2144_MINT_14,,shopify,2.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2144_Mint_1.png?v=1727408409,1,MILANO FORMALS e2144 MINT,"MINT, MINT 2 Piece",2 Piece,E2144,2 Piece
e2144,MILANO FORMALS 2 Piece E2144,"<p>This is a 2 Piece dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,2 Piece,"MINT,MINT 2 Piece",TRUE,Apparel & Accessories > Clothing > Dresses,Color,MINT,Size,18.0,E2144_MINT_18,,shopify,1.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2144_Mint_1.png?v=1727408409,1,MILANO FORMALS e2144 MINT,"MINT, MINT 2 Piece",2 Piece,E2144,2 Piece
e2150,MILANO FORMALS Embellished E2150,"<p>This is a Embellished dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Embellished,"BLACK,BLACK Embellished",TRUE,Apparel & Accessories > Clothing > Dresses,Color,BLACK,Size,0.0,E2150_BLACK_0,,shopify,2.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2150_Black_1.png?v=1727408418,1,MILANO FORMALS e2150 BLACK,"BLACK, BLACK Embellished",Embellished,E2150,Embellished
e2150,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2150_Black_2.png?v=1727408414,2,,,,,
e2152,MILANO FORMALS E2152,"<p>This is a Uncategorized dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Uncategorized,"RED,RED Uncategorized",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RED,Size,4.0,E2152_RED_4,,shopify,1.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2152_Red_1.png?v=1727408421,1,MILANO FORMALS e2152 RED,"RED, RED Uncategorized",Uncategorized,E2152,Uncategorized
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"GOLD,GOLD Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,GOLD,Size,2.0,E2158_GOLD_2,,shopify,1.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 GOLD,"GOLD, GOLD Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"GOLD,GOLD Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,GOLD,Size,4.0,E2158_GOLD_4,,shopify,3.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 GOLD,"GOLD, GOLD Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"GOLD,GOLD Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,GOLD,Size,6.0,E2158_GOLD_6,,shopify,1.0,deny,manual,128.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 GOLD,"GOLD, GOLD Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"GOLD,GOLD Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,GOLD,Size,30.0,E2158_GOLD_30,,shopify,1.0,deny,manual,707.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 GOLD,"GOLD, GOLD Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"IVORY,IVORY Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,0.0,E2158_IVORY_0,,shopify,2.0,deny,manual,707.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 IVORY,"IVORY, IVORY Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"IVORY,IVORY Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,4.0,E2158_IVORY_4,,shopify,4.0,deny,manual,707.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 IVORY,"IVORY, IVORY Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"IVORY,IVORY Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8.0,E2158_IVORY_8,,shopify,4.0,deny,manual,707.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 IVORY,"IVORY, IVORY Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"IVORY,IVORY Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,20.0,E2158_IVORY_20,,shopify,1.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 IVORY,"IVORY, IVORY Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"SILVER,SILVER Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SILVER,Size,2.0,E2158_SILVER_2,,shopify,1.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 SILVER,"SILVER, SILVER Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,MILANO FORMALS Gala/ pageant E2158,"<p>This is a Gala/ pageant dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Gala/ pageant,"SILVER,SILVER Gala/ pageant",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SILVER,Size,4.0,E2158_SILVER_4,,shopify,2.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Gold_1.png?v=1727408435,1,MILANO FORMALS e2158 SILVER,"SILVER, SILVER Gala/ pageant",Gala/ pageant,E2158,Gala/ pageant
e2158,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2158_Ivory_1.png?v=1727408432,2,,,,,
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"FUCHSIA,FUCHSIA Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,FUCHSIA,Size,0.0,E2160_FUCHSIA_0,,shopify,1.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 FUCHSIA,"FUCHSIA, FUCHSIA Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"FUCHSIA,FUCHSIA Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,FUCHSIA,Size,4.0,E2160_FUCHSIA_4,,shopify,2.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 FUCHSIA,"FUCHSIA, FUCHSIA Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"ROYAL,ROYAL Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,ROYAL,Size,4.0,E2160_ROYAL_4,,shopify,1.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 ROYAL,"ROYAL, ROYAL Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"SKY BLUE,SKY BLUE Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SKY BLUE,Size,8.0,E2160_SKY BLUE_8,,shopify,8.0,deny,manual,595.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 SKY BLUE,"SKY BLUE, SKY BLUE Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"SKY BLUE,SKY BLUE Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SKY BLUE,Size,10.0,E2160_SKY BLUE_10,,shopify,2.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 SKY BLUE,"SKY BLUE, SKY BLUE Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"SKY BLUE,SKY BLUE Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SKY BLUE,Size,12.0,E2160_SKY BLUE_12,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 SKY BLUE,"SKY BLUE, SKY BLUE Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"SKY BLUE,SKY BLUE Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,SKY BLUE,Size,14.0,E2160_SKY BLUE_14,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 SKY BLUE,"SKY BLUE, SKY BLUE Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"WHITE PRINT,WHITE PRINT Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE PRINT,Size,2.0,E2160_WHITE PRINT_2,,shopify,2.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 WHITE PRINT,"WHITE PRINT, WHITE PRINT Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2160,MILANO FORMALS Elegant Evening E2160,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"WHITE PRINT,WHITE PRINT Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,WHITE PRINT,Size,10.0,E2160_WHITE PRINT_10,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2160_White-Print_1.png?v=1727408436,1,MILANO FORMALS e2160 WHITE PRINT,"WHITE PRINT, WHITE PRINT Elegant Evening",Elegant Evening,E2160,Elegant Evening
e2161,MILANO FORMALS Elegant Evening E2161,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"RED,RED Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RED,Size,18.0,E2161_RED_18,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2161_Red_1.png?v=1727408434,1,MILANO FORMALS e2161 RED,"RED, RED Elegant Evening",Elegant Evening,E2161,Elegant Evening
e2161,MILANO FORMALS Elegant Evening E2161,"<p>This is a Elegant Evening dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Elegant Evening,"RED,RED Elegant Evening",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RED,Size,22.0,E2161_RED_22,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2161_Red_1.png?v=1727408434,1,MILANO FORMALS e2161 RED,"RED, RED Elegant Evening",Elegant Evening,E2161,Elegant Evening
e2162,MILANO FORMALS Ball Gown/Quinceanera E2162,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"RAINBOW,RAINBOW Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RAINBOW,Size,0.0,E2162_RAINBOW_0,,shopify,9.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2162_Rainbow_1.png?v=1727408425,1,MILANO FORMALS e2162 RAINBOW,"RAINBOW, RAINBOW Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2162,Ball Gown/Quinceanera 
e2162,MILANO FORMALS Ball Gown/Quinceanera E2162,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"RAINBOW,RAINBOW Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RAINBOW,Size,2.0,E2162_RAINBOW_2,,shopify,2.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2162_Rainbow_1.png?v=1727408425,1,MILANO FORMALS e2162 RAINBOW,"RAINBOW, RAINBOW Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2162,Ball Gown/Quinceanera 
e2162,MILANO FORMALS Ball Gown/Quinceanera E2162,"<p>This is a Ball Gown/Quinceanera  dress by MILANO FORMALS.</p>
<ul>",MILANO FORMALS,Ball Gown/Quinceanera ,"RAINBOW,RAINBOW Ball Gown/Quinceanera ",TRUE,Apparel & Accessories > Clothing > Dresses,Color,RAINBOW,Size,4.0,E2162_RAINBOW_4,,shopify,1.0,deny,manual,350.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2162_Rainbow_1.png?v=1727408425,1,MILANO FORMALS e2162 RAINBOW,"RAINBOW, RAINBOW Ball Gown/Quinceanera ",Ball Gown/Quinceanera ,E2162,Ball Gown/Quinceanera 
